month,no_edit,property_stat
2014-06-30,40,P1120
2014-07-31,33,P1120
2014-08-31,43,P1120
2014-09-30,39,P1120
2014-10-31,30,P1120
2014-11-30,32,P1120
2014-12-31,10,P1120
2015-01-31,12,P1120
2015-03-31,4,P1120
2015-04-30,22,P1120
2015-05-31,24,P1120
2015-06-30,4,P1120
2015-07-31,19,P1120
2015-08-31,26,P1120
2015-09-30,27,P1120
2015-10-31,20,P1120
2015-11-30,38,P1120
2016-01-31,4,P1120
2016-02-29,20,P1120
2016-04-30,4,P1120
2016-06-30,3,P1120
2016-07-31,8,P1120
2016-09-30,11,P1120
2013-11-30,3,P1121
2014-06-30,6,P1121
2014-07-31,3,P1121
2014-08-31,8,P1121
2014-10-31,3,P1121
2015-01-31,3,P1121
2015-04-30,3,P1121
2015-03-31,3,P1122
2015-06-30,3,P1122
2016-03-31,4,P1122
2014-10-31,3,P1124
2016-01-31,4,P1124
2013-10-31,3,P1125
2014-01-31,3,P1125
2014-08-31,3,P1125
2014-12-31,3,P1125
2013-03-31,6,P1128
2013-04-30,3,P1128
2013-05-31,3,P1128
2013-06-30,6,P1128
2013-07-31,3,P1128
2013-09-30,3,P1128
2013-10-31,4,P1128
2013-11-30,3,P1128
2013-12-31,3,P1128
2014-01-31,19,P1128
2014-02-28,4,P1128
2014-04-30,4,P1128
2014-05-31,3,P1128
2014-06-30,18,P1128
2014-07-31,6,P1128
2014-08-31,7,P1128
2014-09-30,13,P1128
2014-10-31,28,P1128
2014-11-30,17,P1128
2015-02-28,7,P1128
2015-04-30,20,P1128
2015-05-31,11,P1128
2015-06-30,4,P1128
2015-07-31,8,P1128
2015-08-31,8,P1128
2015-09-30,6,P1128
2015-10-31,6,P1128
2015-11-30,20,P1128
2015-12-31,10,P1128
2016-01-31,3,P1128
2016-02-29,3,P1128
2016-03-31,17,P1128
2016-04-30,3,P1128
2016-05-31,3,P1128
2016-08-31,3,P1128
2016-09-30,6,P1128
2013-10-31,3,P113
2014-09-30,3,P113
2014-11-30,3,P113
2015-08-31,3,P113
2014-11-30,4,P1130
2014-11-30,3,P1131
2013-02-28,7,P1132
2013-03-31,6,P1132
2013-05-31,4,P1132
2013-06-30,13,P1132
2013-07-31,3,P1132
2013-08-31,26,P1132
2013-09-30,6,P1132
2013-10-31,3,P1132
2013-12-31,3,P1132
2014-02-28,7,P1132
2014-03-31,7,P1132
2014-04-30,6,P1132
2014-05-31,3,P1132
2014-06-30,30,P1132
2014-07-31,9,P1132
2014-08-31,58,P1132
2014-09-30,45,P1132
2014-10-31,26,P1132
2014-11-30,6,P1132
2014-12-31,14,P1132
2015-01-31,10,P1132
2015-02-28,3,P1132
2015-03-31,4,P1132
2015-04-30,14,P1132
2015-05-31,14,P1132
2015-06-30,10,P1132
2015-07-31,29,P1132
2015-08-31,16,P1132
2015-09-30,13,P1132
2015-10-31,12,P1132
2015-11-30,24,P1132
2016-01-31,14,P1132
2016-02-29,3,P1132
2016-03-31,5,P1132
2016-08-31,3,P1132
2016-09-30,3,P1132
2014-06-30,3,P1134
2014-09-30,3,P1134
2014-11-30,5,P1134
2013-06-30,3,P1137
2014-08-31,4,P1139
2015-04-30,4,P1139
2014-09-30,6,P1141
2013-05-31,3,P1142
2013-06-30,3,P1142
2013-08-31,4,P1142
2013-10-31,3,P1142
2014-01-31,6,P1142
2014-06-30,12,P1142
2014-08-31,3,P1142
2014-09-30,3,P1142
2014-10-31,24,P1142
2014-11-30,7,P1142
2014-12-31,3,P1142
2015-02-28,9,P1142
2015-03-31,12,P1142
2015-04-30,17,P1142
2015-05-31,3,P1142
2015-06-30,3,P1142
2015-08-31,3,P1142
2015-09-30,24,P1142
2015-11-30,9,P1142
2015-12-31,9,P1142
2016-08-31,4,P1142
2013-12-31,3,P1144
2014-04-30,3,P1144
2014-06-30,3,P1144
2014-09-30,9,P1144
2014-10-31,7,P1144
2015-01-31,3,P1144
2016-02-29,3,P1144
2016-05-31,4,P1145
2014-08-31,4,P1146
2015-04-30,3,P1146
2015-12-31,3,P1146
2015-01-31,3,P1148
2015-05-31,3,P1148
2013-10-31,4,P1149
2014-08-31,3,P1149
2015-04-30,3,P1149
2015-09-30,3,P1149
2015-11-30,3,P1149
2013-04-30,10,P115
2013-06-30,6,P115
2013-08-31,3,P115
2013-09-30,4,P115
2013-10-31,12,P115
2013-11-30,3,P115
2014-03-31,3,P115
2014-06-30,25,P115
2014-08-31,17,P115
2014-09-30,19,P115
2014-10-31,9,P115
2014-11-30,13,P115
2015-05-31,16,P115
2015-06-30,3,P115
2015-07-31,3,P115
2015-08-31,18,P115
2015-09-30,3,P115
2015-10-31,3,P115
2015-11-30,23,P115
2016-03-31,3,P115
2013-06-30,3,P1150
2013-06-30,5,P1151
2013-08-31,3,P1151
2013-11-30,3,P1151
2014-01-31,8,P1151
2014-07-31,14,P1151
2014-09-30,24,P1151
2014-10-31,16,P1151
2014-11-30,6,P1151
2015-03-31,5,P1151
2015-04-30,3,P1151
2015-05-31,3,P1151
2015-06-30,3,P1151
2015-08-31,3,P1151
2015-10-31,3,P1151
2015-11-30,9,P1151
2016-01-31,8,P1151
2016-02-29,3,P1151
2016-07-31,3,P1151
2014-03-31,3,P1163
2014-11-30,3,P1163
2015-01-31,3,P1163
2014-06-30,3,P1165
2015-08-31,3,P1165
2016-01-31,3,P1165
2013-04-30,4,P117
2013-05-31,3,P117
2013-07-31,4,P117
2014-06-30,3,P117
2014-08-31,7,P117
2014-09-30,7,P117
2014-11-30,3,P117
2015-06-30,3,P117
2015-11-30,3,P117
2013-03-31,3,P1174
2013-06-30,6,P1174
2013-08-31,10,P1174
2013-09-30,12,P1174
2013-10-31,3,P1174
2014-03-31,6,P1174
2014-06-30,12,P1174
2014-07-31,6,P1174
2014-08-31,15,P1174
2014-09-30,18,P1174
2014-10-31,12,P1174
2014-11-30,14,P1174
2014-12-31,6,P1174
2015-01-31,9,P1174
2015-03-31,3,P1174
2015-04-30,12,P1174
2015-05-31,9,P1174
2015-06-30,4,P1174
2015-07-31,10,P1174
2015-08-31,6,P1174
2015-09-30,7,P1174
2015-10-31,6,P1174
2015-11-30,9,P1174
2015-12-31,8,P1174
2016-01-31,12,P1174
2016-02-29,6,P1174
2016-03-31,3,P1174
2016-05-31,6,P1174
2016-07-31,3,P1174
2016-08-31,3,P1174
2013-03-31,3,P118
2013-04-30,3,P118
2013-05-31,3,P118
2013-06-30,24,P118
2013-07-31,3,P118
2013-08-31,9,P118
2013-09-30,11,P118
2013-10-31,17,P118
2013-11-30,7,P118
2014-02-28,10,P118
2014-03-31,3,P118
2014-04-30,19,P118
2014-06-30,33,P118
2014-07-31,16,P118
2014-08-31,30,P118
2014-09-30,36,P118
2014-10-31,26,P118
2014-11-30,20,P118
2014-12-31,3,P118
2015-01-31,10,P118
2015-02-28,11,P118
2015-03-31,9,P118
2015-04-30,9,P118
2015-05-31,21,P118
2015-06-30,7,P118
2015-09-30,5,P118
2015-10-31,17,P118
2015-11-30,34,P118
2015-12-31,4,P118
2016-01-31,9,P118
2016-02-29,14,P118
2016-03-31,15,P118
2016-04-30,6,P118
2016-05-31,11,P118
2016-08-31,12,P118
2016-09-30,5,P118
2013-03-31,7,P1181
2013-06-30,3,P1181
2014-06-30,4,P1181
2014-07-31,9,P1181
2014-09-30,6,P1181
2014-11-30,7,P1181
2015-01-31,12,P1181
2015-10-31,3,P1181
2015-11-30,22,P1181
2016-08-31,3,P1181
2016-09-30,3,P1181
2015-01-31,3,P1183
2015-05-31,4,P1183
2015-04-30,4,P1184
2014-07-31,3,P1185
2015-07-31,5,P1185
2013-03-31,3,P119
2013-07-31,3,P119
2013-08-31,13,P119
2013-10-31,19,P119
2013-11-30,6,P119
2014-01-31,8,P119
2014-03-31,3,P119
2014-04-30,3,P119
2014-06-30,17,P119
2014-07-31,3,P119
2014-08-31,18,P119
2014-09-30,10,P119
2014-10-31,19,P119
2014-11-30,3,P119
2015-02-28,3,P119
2015-03-31,8,P119
2015-05-31,6,P119
2015-06-30,3,P119
2015-08-31,6,P119
2015-09-30,3,P119
2015-10-31,11,P119
2015-11-30,3,P119
2015-12-31,3,P119
2016-01-31,15,P119
2016-02-29,3,P119
2016-04-30,3,P119
2016-05-31,3,P119
2015-04-30,3,P1190
2013-08-31,6,P1191
2013-09-30,3,P1191
2013-10-31,6,P1191
2014-09-30,9,P1191
2015-02-28,3,P1191
2015-04-30,3,P1191
2015-05-31,12,P1191
2015-11-30,3,P1191
2016-02-29,6,P1191
2013-08-31,3,P1192
2014-07-31,3,P1192
2013-10-31,5,P1193
2015-05-31,3,P1193
2015-11-30,9,P1193
2013-07-31,3,P1195
2013-08-31,6,P1195
2013-10-31,4,P1195
2013-11-30,3,P1195
2014-07-31,3,P1195
2014-10-31,3,P1195
2014-11-30,6,P1195
2015-05-31,3,P1195
2015-06-30,3,P1195
2013-05-31,3,P1196
2013-06-30,3,P1196
2013-08-31,6,P1196
2013-10-31,3,P1196
2014-01-31,3,P1196
2014-03-31,3,P1196
2014-05-31,12,P1196
2014-06-30,10,P1196
2014-07-31,8,P1196
2014-08-31,20,P1196
2014-09-30,28,P1196
2014-10-31,9,P1196
2014-11-30,12,P1196
2014-12-31,6,P1196
2015-01-31,6,P1196
2015-04-30,11,P1196
2015-05-31,12,P1196
2015-06-30,6,P1196
2015-08-31,20,P1196
2015-09-30,14,P1196
2015-11-30,3,P1196
2015-12-31,6,P1196
2016-01-31,11,P1196
2016-02-29,13,P1196
2016-03-31,3,P1196
2016-06-30,5,P1196
2016-09-30,10,P1196
2013-09-30,10,P1198
2014-06-30,3,P1198
2014-08-31,4,P1198
2014-09-30,8,P1198
2014-10-31,3,P1198
2014-12-31,5,P1198
2015-04-30,8,P1198
2015-05-31,5,P1198
2016-06-30,5,P1198
2014-10-31,3,P1200
2014-11-30,3,P1200
2015-08-31,3,P1200
2014-10-31,3,P1203
2014-03-31,3,P1204
2014-12-31,3,P1204
2015-01-31,3,P1204
2015-05-31,3,P1204
2013-04-30,4,P1207
2013-05-31,8,P1207
2013-08-31,7,P1207
2013-09-30,3,P1207
2013-10-31,8,P1207
2014-02-28,4,P1207
2014-05-31,8,P1207
2014-06-30,7,P1207
2014-07-31,4,P1207
2014-08-31,9,P1207
2014-09-30,7,P1207
2014-10-31,6,P1207
2014-11-30,13,P1207
2014-12-31,4,P1207
2015-01-31,6,P1207
2015-02-28,6,P1207
2015-03-31,6,P1207
2015-05-31,3,P1207
2015-08-31,4,P1207
2015-10-31,13,P1207
2015-11-30,3,P1207
2015-12-31,3,P1207
2016-02-29,3,P1207
2016-03-31,7,P1207
2016-04-30,3,P1207
2016-06-30,3,P1207
2013-05-31,3,P121
2013-06-30,3,P121
2014-06-30,6,P121
2014-08-31,4,P121
2014-10-31,6,P121
2014-11-30,3,P121
2015-01-31,6,P121
2015-03-31,6,P121
2015-04-30,3,P121
2015-09-30,3,P121
2014-11-30,4,P1212
2014-06-30,4,P1213
2014-07-31,8,P1213
2015-09-30,5,P1213
2013-08-31,3,P1215
2013-10-31,4,P1215
2014-01-31,5,P1215
2015-04-30,3,P1215
2015-09-30,3,P1215
2015-11-30,3,P1215
2013-10-31,4,P1216
2014-11-30,3,P1219
2013-02-28,3,P122
2013-08-31,7,P122
2013-11-30,4,P122
2014-06-30,3,P122
2014-08-31,8,P122
2014-09-30,7,P122
2014-10-31,6,P122
2014-11-30,3,P122
2015-07-31,3,P122
2015-09-30,3,P122
2015-11-30,4,P122
2015-12-31,3,P122
2016-02-29,3,P122
2016-05-31,3,P122
2013-03-31,3,P123
2013-06-30,6,P123
2013-07-31,3,P123
2013-12-31,3,P123
2014-03-31,3,P123
2014-06-30,3,P123
2014-09-30,3,P123
2014-10-31,3,P123
2014-11-30,3,P123
2015-05-31,4,P123
2015-06-30,3,P123
2015-07-31,4,P123
2015-08-31,9,P123
2015-11-30,7,P123
2016-01-31,6,P123
2016-02-29,3,P123
2016-04-30,3,P123
2016-05-31,3,P123
2014-01-31,3,P1232
2013-08-31,3,P1233
2014-03-31,3,P1233
2014-06-30,3,P1233
2014-09-30,6,P1233
2014-11-30,3,P1233
2015-12-31,3,P1233
2013-06-30,3,P1237
2015-05-31,3,P1237
2016-02-29,3,P1237
2013-04-30,3,P1242
2013-04-30,3,P1245
2013-05-31,3,P1245
2013-06-30,12,P1245
2013-08-31,10,P1245
2013-09-30,3,P1245
2013-11-30,3,P1245
2014-02-28,5,P1245
2014-04-30,3,P1245
2014-08-31,8,P1245
2014-09-30,3,P1245
2014-10-31,6,P1245
2014-11-30,9,P1245
2015-01-31,3,P1245
2015-02-28,3,P1245
2015-05-31,3,P1245
2015-06-30,3,P1245
2015-08-31,5,P1245
2015-10-31,3,P1245
2015-11-30,11,P1245
2015-12-31,3,P1245
2016-01-31,6,P1245
2013-08-31,3,P1249
2016-02-29,5,P1249
2016-03-31,3,P1249
2016-08-31,3,P1249
2014-09-30,3,P1251
2015-10-31,21,P1255
2013-08-31,9,P1256
2014-06-30,6,P1256
2014-08-31,3,P1256
2015-04-30,3,P1256
2015-08-31,4,P1256
2015-09-30,3,P1256
2015-10-31,6,P1256
2014-11-30,3,P1257
2016-01-31,3,P1257
2013-03-31,3,P1258
2013-04-30,3,P1258
2013-05-31,6,P1258
2013-06-30,10,P1258
2013-07-31,7,P1258
2013-08-31,9,P1258
2013-09-30,12,P1258
2013-10-31,6,P1258
2013-11-30,7,P1258
2013-12-31,3,P1258
2014-01-31,3,P1258
2014-02-28,6,P1258
2014-03-31,3,P1258
2014-04-30,6,P1258
2014-05-31,3,P1258
2014-06-30,20,P1258
2014-07-31,9,P1258
2014-08-31,33,P1258
2014-09-30,42,P1258
2014-10-31,36,P1258
2014-11-30,15,P1258
2014-12-31,12,P1258
2015-01-31,3,P1258
2015-03-31,3,P1258
2015-04-30,11,P1258
2015-05-31,23,P1258
2015-06-30,26,P1258
2015-07-31,12,P1258
2015-08-31,6,P1258
2015-09-30,3,P1258
2015-10-31,6,P1258
2015-11-30,25,P1258
2015-12-31,6,P1258
2016-01-31,15,P1258
2016-02-29,9,P1258
2016-04-30,8,P1258
2016-05-31,6,P1258
2016-07-31,3,P1258
2016-09-30,6,P1258
2013-05-31,4,P1259
2013-06-30,3,P1259
2014-10-31,3,P1259
2013-07-31,3,P126
2013-03-31,4,P1260
2015-05-31,3,P1260
2015-11-30,6,P1260
2013-08-31,9,P1263
2013-09-30,3,P1263
2013-10-31,3,P1263
2014-07-31,3,P1263
2014-08-31,5,P1263
2014-10-31,3,P1263
2014-11-30,3,P1263
2015-03-31,3,P1263
2015-04-30,3,P1263
2015-10-31,3,P1263
2015-12-31,3,P1263
2016-07-31,3,P1263
2014-03-31,6,P1265
2014-07-31,3,P1265
2014-09-30,6,P1265
2014-10-31,3,P1265
2015-04-30,3,P1265
2015-10-31,3,P1265
2014-01-31,3,P1266
2014-07-31,5,P1266
2014-09-30,6,P1266
2014-10-31,3,P1266
2014-11-30,3,P1266
2015-04-30,3,P1266
2015-10-31,7,P1266
2016-01-31,6,P1266
2016-02-29,3,P1266
2016-05-31,4,P1266
2016-09-30,4,P1266
2014-02-28,3,P1268
2013-06-30,3,P1269
2014-07-31,6,P1269
2014-09-30,3,P1269
2015-04-30,8,P1269
2015-10-31,6,P1269
2015-11-30,3,P1269
2013-06-30,5,P127
2013-08-31,3,P127
2013-09-30,6,P127
2013-10-31,11,P127
2013-11-30,6,P127
2014-01-31,9,P127
2014-04-30,6,P127
2014-05-31,3,P127
2014-06-30,10,P127
2014-07-31,6,P127
2014-08-31,6,P127
2014-09-30,15,P127
2014-10-31,24,P127
2014-11-30,17,P127
2014-12-31,3,P127
2015-02-28,3,P127
2015-04-30,4,P127
2015-05-31,6,P127
2015-06-30,9,P127
2015-07-31,6,P127
2015-08-31,3,P127
2015-09-30,3,P127
2015-10-31,13,P127
2015-11-30,6,P127
2015-12-31,4,P127
2016-01-31,3,P127
2016-02-29,3,P127
2016-03-31,3,P127
2016-07-31,6,P127
2016-08-31,3,P127
2016-09-30,6,P127
2013-07-31,3,P1273
2013-08-31,3,P1273
2013-09-30,6,P1273
2014-01-31,4,P1273
2014-02-28,4,P1273
2014-04-30,3,P1273
2014-05-31,3,P1273
2014-08-31,6,P1273
2014-10-31,3,P1273
2015-04-30,3,P1273
2015-05-31,3,P1273
2015-07-31,4,P1273
2015-10-31,3,P1276
2014-10-31,3,P1279
2015-10-31,4,P1279
2013-08-31,3,P1280
2014-10-31,3,P1280
2015-03-31,3,P1280
2015-11-30,3,P1280
2013-02-28,3,P1282
2013-03-31,3,P1282
2013-04-30,41,P1282
2013-06-30,3,P1282
2013-08-31,15,P1282
2013-10-31,3,P1282
2013-12-31,6,P1282
2014-02-28,3,P1282
2014-03-31,25,P1282
2014-05-31,3,P1282
2014-06-30,4,P1282
2014-07-31,6,P1282
2014-08-31,6,P1282
2014-09-30,33,P1282
2014-10-31,13,P1282
2014-11-30,6,P1282
2014-12-31,3,P1282
2015-01-31,11,P1282
2015-06-30,4,P1282
2015-08-31,8,P1282
2015-10-31,9,P1282
2015-12-31,21,P1282
2016-02-29,3,P1282
2016-04-30,3,P1282
2016-05-31,3,P1282
2014-11-30,3,P1283
2013-09-30,3,P1284
2014-03-31,3,P1284
2014-06-30,6,P1284
2014-07-31,3,P1284
2014-11-30,10,P1284
2015-04-30,3,P1284
2015-05-31,3,P1284
2014-10-31,3,P1286
2014-11-30,3,P1286
2015-04-30,3,P1286
2015-09-30,3,P1286
2014-06-30,4,P1289
2014-08-31,3,P1292
2015-10-31,4,P1292
2013-06-30,4,P1296
2014-02-28,3,P1296
2014-06-30,7,P1296
2014-07-31,6,P1296
2014-08-31,15,P1296
2014-09-30,3,P1296
2014-10-31,7,P1296
2014-11-30,3,P1296
2015-02-28,3,P1296
2015-04-30,7,P1296
2015-05-31,7,P1296
2015-06-30,11,P1296
2015-10-31,4,P1296
2016-05-31,4,P1296
2016-07-31,3,P1296
2014-09-30,3,P1300
2014-06-30,4,P1301
2014-09-30,10,P1301
2014-10-31,5,P1301
2014-11-30,7,P1301
2015-04-30,4,P1301
2015-07-31,4,P1301
2013-07-31,3,P1303
2014-01-31,3,P1303
2014-02-28,3,P1303
2014-04-30,3,P1303
2014-06-30,14,P1303
2014-07-31,6,P1303
2014-08-31,13,P1303
2014-09-30,6,P1303
2014-10-31,3,P1303
2014-11-30,6,P1303
2014-12-31,3,P1303
2015-03-31,9,P1303
2015-04-30,6,P1303
2015-05-31,6,P1303
2015-07-31,3,P1303
2015-08-31,3,P1303
2015-11-30,6,P1303
2016-03-31,3,P1303
2016-05-31,3,P1303
2014-01-31,3,P1308
2014-10-31,7,P1308
2014-09-30,3,P1309
2015-02-28,3,P1309
2015-08-31,4,P1309
2015-10-31,3,P1309
2013-02-28,12,P131
2013-03-31,24,P131
2013-04-30,53,P131
2013-05-31,57,P131
2013-06-30,248,P131
2013-07-31,40,P131
2013-08-31,147,P131
2013-09-30,123,P131
2013-10-31,87,P131
2013-11-30,113,P131
2013-12-31,24,P131
2014-01-31,68,P131
2014-02-28,50,P131
2014-03-31,50,P131
2014-04-30,67,P131
2014-05-31,48,P131
2014-06-30,389,P131
2014-07-31,192,P131
2014-08-31,449,P131
2014-09-30,595,P131
2014-10-31,353,P131
2014-11-30,419,P131
2014-12-31,86,P131
2015-01-31,76,P131
2015-02-28,105,P131
2015-03-31,96,P131
2015-04-30,237,P131
2015-05-31,178,P131
2015-06-30,132,P131
2015-07-31,206,P131
2015-08-31,209,P131
2015-09-30,133,P131
2015-10-31,179,P131
2015-11-30,295,P131
2015-12-31,100,P131
2016-01-31,114,P131
2016-02-29,116,P131
2016-03-31,54,P131
2016-04-30,54,P131
2016-05-31,80,P131
2016-06-30,74,P131
2016-07-31,73,P131
2016-08-31,64,P131
2016-09-30,49,P131
2013-04-30,3,P1312
2013-05-31,6,P1312
2013-06-30,15,P1312
2013-08-31,3,P1312
2013-09-30,12,P1312
2013-10-31,6,P1312
2013-11-30,12,P1312
2013-12-31,6,P1312
2014-03-31,3,P1312
2014-04-30,6,P1312
2014-05-31,3,P1312
2014-06-30,18,P1312
2014-07-31,21,P1312
2014-08-31,24,P1312
2014-09-30,24,P1312
2014-10-31,18,P1312
2014-11-30,6,P1312
2014-12-31,6,P1312
2015-01-31,9,P1312
2015-02-28,6,P1312
2015-03-31,6,P1312
2015-04-30,12,P1312
2015-05-31,6,P1312
2015-06-30,3,P1312
2015-08-31,15,P1312
2015-09-30,6,P1312
2015-10-31,9,P1312
2015-11-30,6,P1312
2015-12-31,3,P1312
2016-01-31,3,P1312
2016-02-29,3,P1312
2016-06-30,3,P1312
2016-07-31,3,P1312
2016-09-30,6,P1312
2016-10-31,3,P1312
2013-03-31,3,P1313
2014-01-31,3,P1313
2014-08-31,3,P1313
2014-10-31,3,P1313
2015-09-30,4,P1313
2013-09-30,3,P1314
2014-06-30,4,P1314
2013-08-31,3,P1315
2014-11-30,3,P1315
2015-03-31,3,P1315
2015-08-31,3,P1315
2016-01-31,3,P1315
2013-06-30,6,P1317
2013-07-31,4,P1317
2013-08-31,3,P1317
2013-09-30,3,P1317
2014-06-30,3,P1317
2014-09-30,9,P1317
2014-10-31,13,P1317
2014-11-30,9,P1317
2015-03-31,6,P1317
2015-05-31,6,P1317
2015-07-31,3,P1317
2015-08-31,15,P1317
2015-09-30,3,P1317
2015-10-31,6,P1317
2015-11-30,9,P1317
2015-12-31,3,P1317
2016-03-31,3,P1317
2016-05-31,3,P1317
2016-06-30,3,P1317
2016-07-31,4,P1317
2016-08-31,3,P1317
2016-10-31,4,P1317
2014-06-30,3,P1319
2013-03-31,9,P132
2013-05-31,13,P132
2013-06-30,48,P132
2013-07-31,12,P132
2013-08-31,59,P132
2013-09-30,25,P132
2013-10-31,33,P132
2013-11-30,18,P132
2013-12-31,3,P132
2014-01-31,15,P132
2014-02-28,9,P132
2014-03-31,15,P132
2014-04-30,15,P132
2014-05-31,27,P132
2014-06-30,82,P132
2014-07-31,72,P132
2014-08-31,81,P132
2014-09-30,131,P132
2014-10-31,70,P132
2014-11-30,74,P132
2014-12-31,15,P132
2015-01-31,25,P132
2015-02-28,38,P132
2015-03-31,16,P132
2015-04-30,37,P132
2015-05-31,36,P132
2015-06-30,24,P132
2015-07-31,45,P132
2015-08-31,64,P132
2015-09-30,25,P132
2015-10-31,50,P132
2015-11-30,58,P132
2015-12-31,33,P132
2016-01-31,18,P132
2016-02-29,12,P132
2016-03-31,20,P132
2016-04-30,19,P132
2016-05-31,19,P132
2016-06-30,9,P132
2016-07-31,24,P132
2016-08-31,14,P132
2016-09-30,12,P132
2013-05-31,3,P1320
2013-11-30,3,P1320
2014-04-30,3,P1320
2014-06-30,5,P1320
2015-10-31,3,P1320
2016-04-30,3,P1320
2013-06-30,3,P1321
2013-09-30,5,P1321
2014-08-31,3,P1321
2013-03-31,3,P1323
2013-06-30,3,P1323
2013-08-31,3,P1323
2013-10-31,4,P1323
2014-07-31,3,P1323
2014-09-30,6,P1323
2014-11-30,6,P1323
2015-05-31,6,P1323
2015-06-30,3,P1323
2015-07-31,9,P1323
2015-10-31,3,P1323
2015-11-30,4,P1323
2016-01-31,7,P1323
2016-02-29,3,P1323
2016-05-31,3,P1323
2013-06-30,6,P1324
2013-08-31,7,P1324
2013-10-31,3,P1324
2013-11-30,3,P1324
2014-01-31,3,P1324
2014-06-30,3,P1324
2014-07-31,7,P1324
2014-09-30,7,P1324
2014-10-31,3,P1324
2014-11-30,6,P1324
2015-01-31,3,P1324
2015-04-30,3,P1324
2015-11-30,9,P1324
2015-12-31,6,P1324
2016-02-29,3,P1324
2016-08-31,3,P1324
2016-09-30,4,P1324
2013-03-31,3,P1329
2013-05-31,3,P1329
2013-06-30,7,P1329
2014-01-31,3,P1329
2014-04-30,3,P1329
2014-05-31,9,P1329
2014-06-30,10,P1329
2014-07-31,7,P1329
2014-08-31,4,P1329
2014-09-30,6,P1329
2014-10-31,6,P1329
2014-11-30,6,P1329
2015-03-31,3,P1329
2015-04-30,6,P1329
2015-05-31,6,P1329
2015-07-31,9,P1329
2015-08-31,6,P1329
2016-02-29,3,P1329
2016-08-31,6,P1329
2016-09-30,3,P1329
2013-05-31,3,P133
2013-09-30,3,P133
2013-10-31,9,P133
2013-11-30,4,P133
2014-05-31,3,P133
2014-06-30,3,P133
2014-07-31,4,P133
2014-08-31,10,P133
2014-09-30,3,P133
2014-10-31,7,P133
2014-12-31,3,P133
2015-03-31,3,P133
2015-05-31,6,P133
2015-07-31,3,P133
2015-09-30,3,P133
2015-10-31,7,P133
2015-11-30,7,P133
2013-05-31,9,P1332
2013-06-30,9,P1332
2013-08-31,3,P1332
2013-10-31,6,P1332
2013-11-30,6,P1332
2014-01-31,3,P1332
2014-04-30,3,P1332
2014-06-30,21,P1332
2014-07-31,21,P1332
2014-08-31,24,P1332
2014-09-30,25,P1332
2014-10-31,18,P1332
2014-11-30,21,P1332
2015-01-31,9,P1332
2015-02-28,3,P1332
2015-03-31,9,P1332
2015-04-30,9,P1332
2015-05-31,10,P1332
2015-06-30,3,P1332
2015-07-31,6,P1332
2015-08-31,8,P1332
2015-09-30,3,P1332
2015-10-31,6,P1332
2015-11-30,6,P1332
2015-12-31,3,P1332
2016-02-29,6,P1332
2016-03-31,6,P1332
2016-05-31,6,P1332
2016-06-30,3,P1332
2016-07-31,3,P1332
2016-09-30,7,P1332
2013-03-31,3,P1333
2013-04-30,6,P1333
2013-07-31,6,P1333
2013-08-31,15,P1333
2013-09-30,6,P1333
2013-10-31,6,P1333
2013-11-30,9,P1333
2014-02-28,6,P1333
2014-06-30,15,P1333
2014-07-31,9,P1333
2014-08-31,27,P1333
2014-09-30,25,P1333
2014-10-31,19,P1333
2014-11-30,21,P1333
2015-03-31,3,P1333
2015-04-30,9,P1333
2015-05-31,6,P1333
2015-06-30,12,P1333
2015-08-31,12,P1333
2015-09-30,9,P1333
2015-10-31,9,P1333
2015-11-30,6,P1333
2015-12-31,4,P1333
2016-01-31,3,P1333
2016-02-29,3,P1333
2016-04-30,3,P1333
2016-05-31,6,P1333
2016-07-31,6,P1333
2016-08-31,3,P1333
2013-05-31,5,P1334
2013-06-30,15,P1334
2013-07-31,9,P1334
2013-08-31,12,P1334
2013-09-30,9,P1334
2013-10-31,3,P1334
2013-11-30,6,P1334
2013-12-31,6,P1334
2014-02-28,6,P1334
2014-04-30,3,P1334
2014-06-30,13,P1334
2014-07-31,3,P1334
2014-08-31,12,P1334
2014-09-30,36,P1334
2014-10-31,12,P1334
2014-11-30,24,P1334
2014-12-31,3,P1334
2015-01-31,6,P1334
2015-02-28,3,P1334
2015-03-31,3,P1334
2015-04-30,9,P1334
2015-05-31,6,P1334
2015-07-31,13,P1334
2015-08-31,9,P1334
2015-10-31,18,P1334
2015-11-30,6,P1334
2016-01-31,3,P1334
2016-02-29,3,P1334
2016-05-31,3,P1334
2016-07-31,3,P1334
2016-09-30,3,P1334
2013-04-30,6,P1335
2013-05-31,6,P1335
2013-06-30,6,P1335
2013-07-31,3,P1335
2013-08-31,6,P1335
2013-09-30,3,P1335
2013-11-30,3,P1335
2014-01-31,12,P1335
2014-06-30,33,P1335
2014-07-31,3,P1335
2014-08-31,26,P1335
2014-09-30,22,P1335
2014-10-31,15,P1335
2014-11-30,21,P1335
2015-01-31,9,P1335
2015-03-31,3,P1335
2015-04-30,13,P1335
2015-05-31,6,P1335
2015-06-30,6,P1335
2015-07-31,6,P1335
2015-08-31,18,P1335
2015-09-30,3,P1335
2015-10-31,3,P1335
2015-11-30,12,P1335
2015-12-31,3,P1335
2016-02-29,3,P1335
2016-05-31,3,P1335
2016-06-30,3,P1335
2016-07-31,3,P1335
2016-08-31,3,P1335
2016-09-30,3,P1335
2014-09-30,9,P1336
