month,no_edit,property_stat
2013-07-31,3,P1472
2013-08-31,3,P1472
2013-09-30,10,P1472
2013-10-31,4,P1472
2013-11-30,3,P1472
2014-03-31,3,P1472
2014-04-30,3,P1472
2014-05-31,9,P1472
2014-06-30,12,P1472
2014-07-31,7,P1472
2014-08-31,16,P1472
2014-09-30,20,P1472
2014-10-31,12,P1472
2014-11-30,9,P1472
2015-02-28,3,P1472
2015-05-31,3,P1472
2015-08-31,9,P1472
2015-09-30,13,P1472
2015-10-31,3,P1472
2015-11-30,9,P1472
2015-12-31,6,P1472
2016-02-29,4,P1472
2016-03-31,3,P1472
2014-10-31,3,P1473
2013-03-31,3,P1476
2013-04-30,3,P1476
2013-05-31,14,P1476
2013-06-30,9,P1476
2013-07-31,10,P1476
2013-08-31,9,P1476
2013-09-30,15,P1476
2013-10-31,11,P1476
2013-11-30,10,P1476
2013-12-31,5,P1476
2014-02-28,6,P1476
2014-03-31,3,P1476
2014-05-31,4,P1476
2014-06-30,56,P1476
2014-07-31,17,P1476
2014-08-31,48,P1476
2014-09-30,63,P1476
2014-10-31,34,P1476
2014-11-30,28,P1476
2014-12-31,10,P1476
2015-01-31,12,P1476
2015-02-28,9,P1476
2015-03-31,3,P1476
2015-04-30,38,P1476
2015-05-31,15,P1476
2015-06-30,21,P1476
2015-07-31,11,P1476
2015-08-31,25,P1476
2015-09-30,10,P1476
2015-10-31,38,P1476
2015-11-30,29,P1476
2015-12-31,12,P1476
2016-01-31,9,P1476
2016-03-31,3,P1476
2016-04-30,4,P1476
2016-05-31,3,P1476
2016-06-30,6,P1476
2016-08-31,6,P1476
2016-09-30,14,P1476
2013-04-30,3,P1477
2013-05-31,7,P1477
2013-06-30,25,P1477
2013-07-31,9,P1477
2013-08-31,70,P1477
2013-09-30,36,P1477
2013-10-31,19,P1477
2013-11-30,88,P1477
2014-01-31,25,P1477
2014-02-28,12,P1477
2014-03-31,3,P1477
2014-04-30,3,P1477
2014-05-31,9,P1477
2014-06-30,32,P1477
2014-07-31,37,P1477
2014-08-31,52,P1477
2014-09-30,66,P1477
2014-10-31,52,P1477
2014-11-30,68,P1477
2014-12-31,22,P1477
2015-01-31,23,P1477
2015-02-28,8,P1477
2015-03-31,11,P1477
2015-04-30,37,P1477
2015-05-31,18,P1477
2015-06-30,18,P1477
2015-07-31,24,P1477
2015-08-31,23,P1477
2015-09-30,17,P1477
2015-10-31,49,P1477
2015-11-30,23,P1477
2015-12-31,4,P1477
2016-01-31,10,P1477
2016-02-29,34,P1477
2016-04-30,5,P1477
2016-06-30,8,P1477
2016-07-31,13,P1477
2016-08-31,6,P1477
2016-09-30,3,P1477
2014-05-31,3,P1478
2014-06-30,10,P1478
2014-03-31,3,P1479
2014-07-31,3,P1479
2014-10-31,3,P1481
2015-07-31,3,P1481
2013-04-30,3,P1482
2013-08-31,3,P1482
2014-02-28,3,P1482
2014-06-30,3,P1482
2014-07-31,3,P1482
2014-08-31,8,P1482
2014-09-30,9,P1482
2015-04-30,6,P1482
2015-07-31,4,P1482
2015-11-30,3,P1482
2015-12-31,3,P1482
2016-01-31,6,P1482
2016-02-29,3,P1482
2016-09-30,4,P1482
2013-06-30,3,P149
2013-10-31,3,P149
2014-06-30,3,P149
2014-10-31,3,P149
2014-11-30,3,P149
2015-02-28,3,P149
2015-06-30,8,P149
2015-08-31,6,P149
2015-11-30,3,P149
2016-01-31,3,P149
2016-02-29,3,P149
2016-05-31,3,P149
2013-06-30,3,P15
2013-09-30,3,P15
2013-12-31,3,P15
2014-04-30,3,P15
2014-06-30,6,P15
2014-08-31,3,P15
2014-09-30,6,P15
2014-11-30,3,P15
2014-12-31,3,P15
2015-10-31,6,P15
2016-04-30,3,P15
2013-03-31,3,P150
2013-04-30,9,P150
2013-05-31,7,P150
2013-06-30,26,P150
2013-08-31,7,P150
2013-09-30,12,P150
2013-10-31,3,P150
2013-11-30,3,P150
2014-01-31,4,P150
2014-04-30,3,P150
2014-05-31,10,P150
2014-06-30,31,P150
2014-07-31,6,P150
2014-08-31,10,P150
2014-09-30,43,P150
2014-10-31,15,P150
2014-11-30,14,P150
2015-01-31,15,P150
2015-02-28,6,P150
2015-03-31,3,P150
2015-04-30,20,P150
2015-05-31,12,P150
2015-06-30,12,P150
2015-07-31,12,P150
2015-08-31,13,P150
2015-10-31,3,P150
2015-11-30,13,P150
2015-12-31,7,P150
2016-01-31,3,P150
2016-02-29,3,P150
2016-03-31,6,P150
2016-04-30,4,P150
2016-05-31,6,P150
2016-07-31,3,P150
2016-08-31,9,P150
2016-09-30,5,P150
2014-04-30,3,P1532
2014-08-31,3,P1532
2013-06-30,3,P1533
2013-10-31,3,P1533
2013-11-30,7,P1533
2014-06-30,5,P1533
2014-07-31,4,P1533
2014-08-31,3,P1533
2014-09-30,16,P1533
2014-10-31,3,P1533
2015-05-31,3,P1533
2015-08-31,3,P1533
2015-11-30,7,P1533
2015-12-31,6,P1533
2016-08-31,3,P1533
2016-09-30,3,P1533
2013-12-31,5,P1535
2013-06-30,5,P1537
2015-06-30,5,P1537
2016-03-31,3,P1539
2016-07-31,3,P1539
2013-02-28,4,P154
2013-04-30,7,P154
2013-05-31,6,P154
2013-06-30,9,P154
2013-07-31,15,P154
2013-08-31,18,P154
2013-09-30,26,P154
2013-10-31,6,P154
2013-11-30,4,P154
2013-12-31,3,P154
2014-01-31,6,P154
2014-03-31,9,P154
2014-04-30,3,P154
2014-05-31,10,P154
2014-06-30,39,P154
2014-07-31,21,P154
2014-08-31,39,P154
2014-09-30,54,P154
2014-10-31,36,P154
2014-11-30,36,P154
2014-12-31,12,P154
2015-02-28,7,P154
2015-03-31,6,P154
2015-04-30,15,P154
2015-05-31,20,P154
2015-06-30,10,P154
2015-07-31,10,P154
2015-08-31,12,P154
2015-09-30,7,P154
2015-10-31,28,P154
2015-11-30,10,P154
2015-12-31,12,P154
2016-01-31,9,P154
2016-02-29,4,P154
2016-04-30,5,P154
2016-05-31,6,P154
2016-07-31,9,P154
2016-08-31,3,P154
2016-09-30,3,P154
2015-10-31,3,P1541
2013-03-31,4,P1542
2014-10-31,7,P1545
2014-11-30,3,P1545
2015-02-28,3,P1545
2015-09-30,6,P1545
2016-06-30,3,P1545
2014-06-30,4,P1546
2014-08-31,3,P1548
2014-11-30,3,P1548
2013-08-31,3,P1549
2013-11-30,3,P1549
2014-03-31,4,P1549
2014-06-30,8,P1549
2014-07-31,3,P1549
2014-08-31,14,P1549
2014-09-30,27,P1549
2014-10-31,3,P1549
2014-11-30,9,P1549
2014-12-31,6,P1549
2015-01-31,8,P1549
2015-03-31,3,P1549
2015-04-30,3,P1549
2015-05-31,6,P1549
2015-06-30,21,P1549
2015-07-31,6,P1549
2015-08-31,6,P1549
2015-10-31,7,P1549
2015-11-30,14,P1549
2015-12-31,5,P1549
2016-03-31,9,P1549
2013-03-31,6,P155
2013-04-30,3,P155
2013-06-30,16,P155
2013-08-31,12,P155
2013-09-30,13,P155
2013-10-31,9,P155
2013-11-30,6,P155
2013-12-31,3,P155
2014-01-31,3,P155
2014-02-28,7,P155
2014-04-30,7,P155
2014-06-30,19,P155
2014-07-31,3,P155
2014-08-31,21,P155
2014-09-30,48,P155
2014-10-31,35,P155
2014-11-30,9,P155
2015-01-31,6,P155
2015-02-28,6,P155
2015-03-31,3,P155
2015-04-30,21,P155
2015-05-31,3,P155
2015-06-30,9,P155
2015-07-31,18,P155
2015-08-31,18,P155
2015-09-30,3,P155
2015-10-31,6,P155
2015-11-30,13,P155
2016-01-31,3,P155
2016-02-29,6,P155
2016-03-31,4,P155
2016-04-30,5,P155
2016-08-31,3,P155
2015-06-30,3,P1550
2013-07-31,3,P1552
2014-07-31,3,P1552
2014-09-30,3,P1552
2015-02-28,3,P1552
2015-05-31,3,P1552
2016-03-31,3,P1552
2016-09-30,3,P1552
2013-04-30,3,P1554
2014-10-31,3,P1554
2014-12-31,4,P1554
2015-05-31,3,P1554
2015-11-30,3,P1554
2016-05-31,3,P1554
2015-09-30,4,P1555
2014-06-30,3,P1556
2014-08-31,5,P1556
2016-07-31,3,P1556
2015-07-31,3,P1557
2013-03-31,3,P1559
2013-05-31,7,P1559
2013-06-30,4,P1559
2013-08-31,10,P1559
2013-09-30,7,P1559
2013-11-30,3,P1559
2014-02-28,4,P1559
2014-03-31,14,P1559
2014-04-30,3,P1559
2014-06-30,19,P1559
2014-07-31,8,P1559
2014-08-31,28,P1559
2014-09-30,28,P1559
2014-10-31,22,P1559
2014-11-30,10,P1559
2014-12-31,6,P1559
2015-01-31,11,P1559
2015-04-30,3,P1559
2015-05-31,29,P1559
2015-08-31,17,P1559
2015-10-31,6,P1559
2015-11-30,15,P1559
2015-12-31,3,P1559
2016-01-31,4,P1559
2016-07-31,3,P1559
2016-08-31,4,P1559
2013-03-31,3,P156
2013-04-30,3,P156
2013-05-31,3,P156
2013-06-30,15,P156
2013-07-31,3,P156
2013-08-31,3,P156
2013-09-30,9,P156
2013-10-31,9,P156
2013-11-30,6,P156
2013-12-31,3,P156
2014-02-28,6,P156
2014-04-30,6,P156
2014-06-30,27,P156
2014-07-31,12,P156
2014-08-31,22,P156
2014-09-30,33,P156
2014-10-31,39,P156
2014-11-30,27,P156
2014-12-31,6,P156
2015-03-31,6,P156
2015-04-30,12,P156
2015-05-31,9,P156
2015-06-30,6,P156
2015-07-31,9,P156
2015-08-31,9,P156
2015-09-30,9,P156
2015-10-31,19,P156
2015-11-30,17,P156
2015-12-31,12,P156
2016-01-31,6,P156
2016-02-29,13,P156
2016-03-31,3,P156
2016-07-31,4,P156
2016-08-31,3,P156
2016-09-30,3,P156
2013-07-31,3,P1560
2014-04-30,3,P1560
2014-06-30,3,P1560
2014-08-31,7,P1560
2014-09-30,3,P1560
2014-10-31,3,P1560
2014-12-31,6,P1560
2015-03-31,3,P1560
2015-09-30,3,P1560
2016-05-31,3,P1560
2013-06-30,4,P1561
2014-05-31,3,P1561
2015-03-31,3,P1561
2015-06-30,3,P1561
2013-02-28,79,P1562
2013-03-31,174,P1562
2013-04-30,194,P1562
2013-05-31,194,P1562
2013-06-30,940,P1562
2013-07-31,257,P1562
2013-08-31,762,P1562
2013-09-30,541,P1562
2013-10-31,536,P1562
2013-11-30,451,P1562
2013-12-31,163,P1562
2014-01-31,334,P1562
2014-02-28,223,P1562
2014-03-31,178,P1562
2014-04-30,253,P1562
2014-05-31,293,P1562
2014-06-30,2055,P1562
2014-07-31,949,P1562
2014-08-31,1761,P1562
2014-09-30,2606,P1562
2014-10-31,1722,P1562
2014-11-30,1681,P1562
2014-12-31,329,P1562
2015-01-31,454,P1562
2015-02-28,366,P1562
2015-03-31,397,P1562
2015-04-30,1104,P1562
2015-05-31,904,P1562
2015-06-30,617,P1562
2015-07-31,646,P1562
2015-08-31,944,P1562
2015-09-30,516,P1562
2015-10-31,793,P1562
2015-11-30,1027,P1562
2015-12-31,396,P1562
2016-01-31,425,P1562
2016-02-29,534,P1562
2016-03-31,324,P1562
2016-04-30,296,P1562
2016-05-31,283,P1562
2016-06-30,200,P1562
2016-07-31,187,P1562
2016-08-31,196,P1562
2016-09-30,229,P1562
2016-10-31,3,P1562
2013-06-30,3,P1563
2013-08-31,3,P1563
2014-06-30,14,P1563
2014-08-31,6,P1563
2014-10-31,6,P1563
2015-02-28,11,P1563
2015-04-30,3,P1563
2015-06-30,5,P1563
2015-08-31,10,P1563
2015-09-30,3,P1563
2015-11-30,3,P1563
2016-01-31,4,P1563
2016-03-31,3,P1563
2014-09-30,3,P1565
2015-11-30,3,P1565
2013-04-30,3,P1566
2013-05-31,3,P1566
2013-06-30,9,P1566
2013-07-31,6,P1566
2013-08-31,7,P1566
2013-09-30,6,P1566
2013-10-31,9,P1566
2013-11-30,6,P1566
2013-12-31,6,P1566
2014-01-31,4,P1566
2014-04-30,3,P1566
2014-05-31,3,P1566
2014-06-30,46,P1566
2014-07-31,6,P1566
2014-08-31,12,P1566
2014-09-30,30,P1566
2014-10-31,32,P1566
2014-11-30,21,P1566
2014-12-31,16,P1566
2015-02-28,6,P1566
2015-04-30,19,P1566
2015-05-31,6,P1566
2015-06-30,3,P1566
2015-07-31,7,P1566
2015-08-31,18,P1566
2015-09-30,7,P1566
2015-10-31,14,P1566
2015-11-30,9,P1566
2015-12-31,3,P1566
2016-01-31,15,P1566
2016-02-29,6,P1566
2016-04-30,3,P1566
2016-05-31,6,P1566
2016-06-30,3,P1566
2016-07-31,3,P1566
2016-09-30,6,P1566
2015-05-31,3,P1567
2013-08-31,3,P1568
2015-04-30,4,P1568
2013-07-31,4,P157
2013-09-30,3,P157
2014-01-31,3,P157
2014-03-31,3,P157
2014-10-31,3,P157
2014-11-30,3,P157
2016-03-31,5,P157
2016-08-31,3,P157
2015-05-31,3,P1571
2013-10-31,5,P1576
2014-06-30,6,P1576
2014-07-31,3,P1576
2014-10-31,3,P1576
2014-11-30,5,P1576
2015-01-31,3,P1576
2015-07-31,3,P1576
2016-05-31,3,P1576
2014-06-30,3,P1577
2013-06-30,15,P158
2013-08-31,6,P158
2013-09-30,6,P158
2013-10-31,3,P158
2013-12-31,3,P158
2014-01-31,6,P158
2014-02-28,3,P158
2014-03-31,6,P158
2014-05-31,3,P158
2014-06-30,9,P158
2014-07-31,9,P158
2014-08-31,6,P158
2014-09-30,16,P158
2014-10-31,12,P158
2014-11-30,16,P158
2014-12-31,3,P158
2015-01-31,3,P158
2015-02-28,3,P158
2015-04-30,6,P158
2015-05-31,3,P158
2015-06-30,6,P158
2015-07-31,7,P158
2015-08-31,9,P158
2015-10-31,6,P158
2015-11-30,3,P158
2015-12-31,6,P158
2016-01-31,6,P158
2016-03-31,3,P158
2016-05-31,3,P158
2016-07-31,3,P158
2014-08-31,4,P1581
2014-10-31,3,P1581
2015-04-30,9,P1582
2016-01-31,3,P1582
2013-06-30,6,P1588
2014-06-30,7,P1588
2014-08-31,3,P1588
2014-09-30,3,P1588
2014-11-30,3,P1588
2015-04-30,4,P1588
2015-05-31,4,P1588
2015-10-31,3,P1588
2015-12-31,3,P1588
2015-03-31,9,P1589
2015-12-31,3,P1589
2013-03-31,3,P159
2013-05-31,3,P159
2013-06-30,6,P159
2013-08-31,3,P159
2013-09-30,12,P159
2013-10-31,3,P159
2013-11-30,4,P159
2013-12-31,3,P159
2014-01-31,12,P159
2014-04-30,4,P159
2014-05-31,3,P159
2014-06-30,15,P159
2014-07-31,13,P159
2014-08-31,6,P159
2014-09-30,24,P159
2014-10-31,15,P159
2014-11-30,18,P159
2014-12-31,3,P159
2015-01-31,7,P159
2015-02-28,8,P159
2015-03-31,3,P159
2015-04-30,12,P159
2015-05-31,22,P159
2015-06-30,6,P159
2015-07-31,9,P159
2015-08-31,13,P159
2015-09-30,4,P159
2015-10-31,9,P159
2015-11-30,6,P159
2015-12-31,3,P159
2016-01-31,7,P159
2016-02-29,6,P159
2016-04-30,3,P159
2016-05-31,3,P159
2016-06-30,3,P159
2016-08-31,3,P159
2016-09-30,3,P159
2014-06-30,4,P1590
2014-11-30,3,P1590
2015-10-31,9,P1590
2014-10-31,3,P1599
2015-11-30,6,P1599
2014-07-31,3,P16
2014-11-30,3,P16
2015-07-31,3,P16
2015-08-31,3,P16
2016-04-30,3,P16
2016-06-30,3,P16
2015-06-30,3,P160
2013-09-30,3,P1600
2014-09-30,3,P1600
2014-10-31,4,P1600
2015-08-31,3,P1600
2014-06-30,3,P1601
2014-08-31,3,P1602
2013-08-31,3,P1603
2014-11-30,7,P1603
2014-06-30,3,P1605
2014-08-31,3,P1607
2015-04-30,3,P1607
2013-03-31,6,P161
2013-04-30,12,P161
2013-05-31,6,P161
2013-06-30,27,P161
2013-07-31,3,P161
2013-08-31,33,P161
2013-09-30,12,P161
2013-10-31,9,P161
2013-11-30,3,P161
2013-12-31,3,P161
2014-01-31,6,P161
2014-04-30,3,P161
2014-06-30,49,P161
2014-07-31,22,P161
2014-08-31,27,P161
2014-09-30,45,P161
2014-10-31,15,P161
2014-11-30,39,P161
2014-12-31,15,P161
2015-01-31,9,P161
2015-02-28,21,P161
2015-03-31,3,P161
2015-04-30,27,P161
2015-05-31,20,P161
2015-06-30,22,P161
2015-07-31,42,P161
2015-08-31,27,P161
2015-09-30,9,P161
2015-10-31,14,P161
2015-11-30,25,P161
2015-12-31,8,P161
2016-01-31,9,P161
2016-02-29,15,P161
2016-03-31,6,P161
2016-04-30,3,P161
2016-05-31,3,P161
2016-06-30,17,P161
2016-07-31,9,P161
2016-08-31,6,P161
2016-09-30,7,P161
2013-09-30,6,P1612
2014-04-30,4,P1612
2014-06-30,9,P1612
2014-09-30,7,P1612
2014-10-31,5,P1612
2014-11-30,7,P1612
2015-04-30,3,P1612
2015-08-31,3,P1612
2015-09-30,3,P1612
2015-10-31,6,P1612
2016-04-30,3,P1612
2015-11-30,6,P1613
2016-10-31,3,P1613
2013-12-31,3,P1614
2014-06-30,4,P1614
2014-09-30,4,P1614
2014-11-30,3,P1614
2015-04-30,3,P1614
2016-01-31,3,P1614
2014-08-31,3,P1615
2015-08-31,3,P1615
2015-10-31,3,P1615
2013-04-30,18,P1618
2013-05-31,5,P1618
2013-06-30,24,P1618
2013-07-31,7,P1618
2013-08-31,3,P1618
2013-09-30,7,P1618
2013-10-31,4,P1618
2013-11-30,3,P1618
2014-04-30,6,P1618
2014-05-31,5,P1618
2014-06-30,14,P1618
2014-07-31,33,P1618
2014-08-31,7,P1618
2014-09-30,42,P1618
2014-10-31,41,P1618
2014-11-30,22,P1618
2015-01-31,3,P1618
2015-02-28,8,P1618
2015-03-31,3,P1618
2015-04-30,4,P1618
2015-05-31,26,P1618
2015-06-30,9,P1618
2015-07-31,3,P1618
2015-08-31,3,P1618
2015-09-30,6,P1618
2015-10-31,13,P1618
2015-11-30,39,P1618
2015-12-31,21,P1618
2016-01-31,3,P1618
2016-03-31,11,P1618
2016-07-31,8,P1618
2016-09-30,9,P1618
2013-04-30,6,P1619
2013-05-31,3,P1619
2013-06-30,3,P1619
2013-08-31,9,P1619
2013-11-30,6,P1619
2014-01-31,3,P1619
2014-03-31,3,P1619
2014-05-31,9,P1619
2014-06-30,6,P1619
2014-07-31,9,P1619
2014-08-31,12,P1619
2014-09-30,21,P1619
2014-10-31,16,P1619
2014-11-30,18,P1619
2015-01-31,3,P1619
2015-02-28,3,P1619
2015-03-31,3,P1619
2015-04-30,12,P1619
2015-05-31,3,P1619
2015-08-31,6,P1619
2015-10-31,6,P1619
2015-11-30,12,P1619
2015-12-31,6,P1619
2016-01-31,9,P1619
2016-02-29,7,P1619
2016-03-31,3,P1619
2016-05-31,3,P1619
2016-08-31,6,P1619
2016-09-30,3,P1619
2013-06-30,5,P162
2013-08-31,3,P162
2013-09-30,3,P162
2013-10-31,3,P162
2013-11-30,3,P162
2014-06-30,6,P162
2014-07-31,3,P162
2014-08-31,3,P162
2014-09-30,6,P162
2014-10-31,5,P162
2015-02-28,3,P162
2015-04-30,7,P162
2015-05-31,3,P162
2015-06-30,3,P162
2015-07-31,8,P162
2015-08-31,9,P162
2015-11-30,6,P162
2016-01-31,3,P162
2016-08-31,3,P162
2014-06-30,3,P1622
2014-09-30,3,P1622
2015-04-30,4,P1622
2016-01-31,4,P1622
2014-05-31,3,P1627
2014-09-30,3,P1627
2014-11-30,7,P1627
2015-08-31,3,P1627
2015-10-31,3,P1627
2016-01-31,3,P1627
2013-06-30,7,P1628
2013-08-31,10,P1628
2013-09-30,4,P1628
2013-10-31,3,P1628
2014-04-30,4,P1628
2014-08-31,7,P1628
2014-10-31,9,P1628
2015-04-30,4,P1628
2015-08-31,3,P1628
2013-03-31,4,P1629
2013-06-30,7,P1629
2013-10-31,10,P1629
2013-11-30,3,P1629
2014-02-28,4,P1629
2014-06-30,32,P1629
2014-07-31,4,P1629
2014-08-31,27,P1629
2014-09-30,3,P1629
2014-10-31,6,P1629
2014-11-30,23,P1629
2015-01-31,9,P1629
2015-02-28,3,P1629
2015-03-31,3,P1629
2015-04-30,34,P1629
2015-05-31,3,P1629
2015-06-30,9,P1629
2015-07-31,9,P1629
2015-08-31,11,P1629
2015-10-31,3,P1629
2015-12-31,3,P1629
2016-01-31,4,P1629
2016-04-30,4,P1629
2016-07-31,3,P1629
2013-10-31,3,P163
2014-11-30,6,P163
2015-04-30,3,P163
2015-05-31,3,P163
2015-07-31,3,P163
2013-05-31,6,P1630
2013-06-30,26,P1630
2013-08-31,8,P1630
2013-09-30,3,P1630
2013-11-30,3,P1630
2014-02-28,13,P1630
2014-03-31,8,P1630
2014-04-30,7,P1630
2014-06-30,27,P1630
2014-07-31,8,P1630
2014-08-31,14,P1630
2014-09-30,33,P1630
2014-10-31,43,P1630
2014-11-30,10,P1630
2014-12-31,3,P1630
2015-02-28,4,P1630
2015-04-30,8,P1630
2015-05-31,14,P1630
2015-06-30,3,P1630
2015-07-31,12,P1630
2015-08-31,7,P1630
2015-09-30,9,P1630
2015-10-31,13,P1630
2015-11-30,32,P1630
2015-12-31,3,P1630
2016-01-31,7,P1630
2016-03-31,6,P1630
2016-07-31,4,P1630
2016-08-31,4,P1630
2014-08-31,10,P1635
2014-09-30,6,P1635
2015-11-30,6,P1635
2013-07-31,3,P1636
2013-08-31,11,P1636
2013-10-31,3,P1636
2014-08-31,9,P1636
2014-09-30,4,P1636
2014-11-30,3,P1636
2015-01-31,4,P1636
2015-04-30,3,P1636
2015-09-30,5,P1636
2016-05-31,6,P1636
2013-06-30,3,P1638
2015-10-31,3,P1638
2014-06-30,4,P1641
2014-10-31,6,P1641
2015-07-31,3,P1641
2015-10-31,7,P1641
2016-04-30,17,P1641
2013-06-30,3,P1646
2014-10-31,4,P1646
2015-10-31,3,P1646
2015-11-30,3,P1646
2013-08-31,7,P1647
2014-11-30,3,P1647
2013-10-31,3,P1648
2015-02-28,4,P1648
2015-04-30,3,P1648
2015-08-31,6,P1648
2013-09-30,5,P165
2013-09-30,5,P1651
2014-07-31,3,P1651
2014-08-31,4,P1651
2014-09-30,3,P1651
2014-10-31,3,P1651
2014-11-30,3,P1651
2015-07-31,3,P1651
2015-08-31,3,P1651
2015-11-30,3,P1651
2015-12-31,8,P1651
2016-03-31,5,P1658
2013-05-31,3,P1659
2013-08-31,5,P1659
2014-02-28,3,P1659
2014-06-30,3,P1659
2014-10-31,3,P1659
2015-02-28,3,P1659
2015-04-30,3,P1659
2015-07-31,7,P1659
2015-08-31,3,P1659
2016-09-30,4,P1659
2013-02-28,4,P166
2013-03-31,7,P166
2013-04-30,6,P166
2013-05-31,3,P166
2013-06-30,28,P166
2013-07-31,10,P166
2013-08-31,27,P166
2013-09-30,17,P166
2013-10-31,12,P166
2013-11-30,10,P166
2013-12-31,3,P166
2014-01-31,12,P166
2014-02-28,6,P166
2014-03-31,6,P166
2014-04-30,18,P166
2014-05-31,18,P166
2014-06-30,47,P166
2014-07-31,25,P166
2014-08-31,45,P166
2014-09-30,66,P166
2014-10-31,37,P166
2014-11-30,40,P166
2014-12-31,16,P166
2015-01-31,6,P166
2015-02-28,12,P166
2015-03-31,19,P166
2015-04-30,13,P166
2015-05-31,33,P166
2015-06-30,12,P166
2015-07-31,22,P166
2015-08-31,18,P166
2015-09-30,19,P166
2015-10-31,20,P166
2015-11-30,15,P166
2016-01-31,15,P166
2016-02-29,26,P166
2016-03-31,19,P166
2016-04-30,6,P166
2016-05-31,12,P166
2016-06-30,10,P166
2016-08-31,6,P166
2016-09-30,9,P166
2016-10-31,3,P166
2014-02-28,4,P1661
2015-11-30,3,P1662
2013-03-31,6,P1663
2013-04-30,3,P1663
2013-07-31,3,P1663
2013-08-31,6,P1663
2013-09-30,3,P1663
2014-01-31,4,P1663
2014-06-30,10,P1663
2014-07-31,9,P1663
2014-08-31,12,P1663
2014-09-30,15,P1663
2014-10-31,12,P1663
2014-11-30,19,P1663
2015-01-31,15,P1663
2015-04-30,6,P1663
2015-06-30,10,P1663
2015-07-31,9,P1663
2015-08-31,11,P1663
2015-11-30,3,P1663
2015-12-31,12,P1663
2016-01-31,9,P1663
2016-02-29,3,P1663
2016-04-30,3,P1663
2015-05-31,3,P1664
2014-07-31,3,P1667
2014-08-31,3,P1670
2014-09-30,3,P1670
2015-05-31,6,P1670
2014-08-31,7,P1672
2014-10-31,6,P1672
2014-11-30,3,P1672
2015-05-31,3,P1672
2015-08-31,3,P1672
2015-10-31,3,P1672
2016-05-31,3,P1672
2015-02-28,3,P1679
2014-05-31,3,P168
2014-09-30,9,P168
2014-12-31,3,P168
2015-04-30,3,P168
2015-09-30,3,P168
2016-01-31,3,P168
2016-09-30,7,P168
2014-11-30,3,P1680
2016-01-31,3,P1680
2013-03-31,3,P1684
2014-06-30,5,P1684
2014-08-31,6,P1684
2014-11-30,3,P1684
2015-04-30,12,P1684
2015-09-30,9,P1684
2015-11-30,3,P1684
2016-05-31,4,P1684
2016-08-31,3,P1684
2015-02-28,3,P1687
2014-09-30,4,P1688
2014-11-30,3,P1688
2015-12-31,3,P1688
2013-08-31,6,P169
2014-06-30,3,P169
2014-07-31,3,P169
2014-08-31,3,P169
2014-10-31,3,P169
2015-01-31,3,P169
2015-03-31,5,P169
2015-04-30,8,P169
2016-07-31,3,P169
2014-01-31,3,P1694
2014-09-30,3,P1694
2016-03-31,3,P1694
2013-05-31,5,P1695
2013-06-30,10,P1695
2013-07-31,7,P1695
2013-11-30,3,P1695
2013-12-31,4,P1695
2014-01-31,12,P1695
2014-02-28,3,P1695
2014-03-31,8,P1695
2014-06-30,13,P1695
2014-07-31,6,P1695
2014-08-31,12,P1695
2014-09-30,14,P1695
2014-10-31,9,P1695
2014-11-30,6,P1695
2015-02-28,13,P1695
2015-03-31,7,P1695
2015-04-30,3,P1695
2015-06-30,3,P1695
2015-10-31,16,P1695
2015-11-30,11,P1695
2015-12-31,3,P1695
2016-01-31,3,P1695
2016-02-29,3,P1695
2016-07-31,4,P1695
2016-09-30,4,P1695
2014-11-30,3,P1696
2016-05-31,6,P1696
2015-04-30,3,P1698
2013-02-28,17,P17
2013-03-31,17,P17
2013-04-30,29,P17
2013-05-31,53,P17
2013-06-30,170,P17
2013-07-31,29,P17
2013-08-31,105,P17
2013-09-30,94,P17
2013-10-31,92,P17
2013-11-30,69,P17
2013-12-31,33,P17
2014-01-31,46,P17
2014-02-28,28,P17
2014-03-31,34,P17
2014-04-30,46,P17
2014-05-31,53,P17
2014-06-30,290,P17
2014-07-31,146,P17
2014-08-31,336,P17
2014-09-30,417,P17
2014-10-31,271,P17
2014-11-30,189,P17
2014-12-31,73,P17
2015-01-31,59,P17
2015-02-28,50,P17
2015-03-31,57,P17
2015-04-30,161,P17
2015-05-31,134,P17
2015-06-30,80,P17
2015-07-31,126,P17
2015-08-31,140,P17
2015-09-30,43,P17
2015-10-31,121,P17
2015-11-30,153,P17
2015-12-31,45,P17
2016-01-31,74,P17
2016-02-29,81,P17
2016-03-31,71,P17
2016-04-30,43,P17
2016-05-31,25,P17
2016-06-30,34,P17
2016-07-31,17,P17
2016-08-31,51,P17
2016-09-30,36,P17
2016-10-31,3,P17
2013-03-31,3,P170
2013-04-30,6,P170
2013-06-30,29,P170
2013-07-31,12,P170
2013-08-31,29,P170
2013-09-30,14,P170
2013-10-31,16,P170
2013-11-30,11,P170
2014-01-31,9,P170
2014-02-28,3,P170
2014-03-31,6,P170
2014-04-30,3,P170
2014-05-31,6,P170
2014-06-30,32,P170
2014-07-31,30,P170
2014-08-31,51,P170
2014-09-30,42,P170
2014-10-31,28,P170
2014-11-30,36,P170
2014-12-31,3,P170
2015-01-31,3,P170
2015-02-28,9,P170
2015-03-31,16,P170
2015-04-30,13,P170
2015-05-31,21,P170
2015-06-30,21,P170
2015-07-31,24,P170
2015-08-31,18,P170
2015-09-30,3,P170
2015-10-31,19,P170
