"stat_property","month_edit","count"
"P1439","2015-12",21
"P1439","2016-01",57
"P1439","2016-02",24
"P1439","2016-03",5
"P1439","2016-04",5
"P1439","2016-05",2
"P1439","2016-06",2
"P144","2013-02",25
"P144","2013-03",331
"P144","2013-04",253
"P144","2013-05",2055
"P144","2013-06",126
"P144","2013-07",75
"P144","2013-08",888
"P144","2013-09",180
"P144","2013-10",80
"P144","2013-11",76
"P144","2013-12",64
"P144","2014-01",74
"P144","2014-02",138
"P144","2014-03",73
"P144","2014-04",117
"P144","2014-05",787
"P144","2014-06",123
"P144","2014-07",427
"P144","2014-08",310
"P144","2014-09",512
"P144","2014-10",477
"P144","2014-11",311
"P144","2014-12",187
"P144","2015-01",184
"P144","2015-02",209
"P144","2015-03",132
"P144","2015-04",177
"P144","2015-05",180
"P144","2015-06",278
"P144","2015-07",319
"P144","2015-08",152
"P144","2015-09",156
"P144","2015-10",378
"P144","2015-11",283
"P144","2015-12",302
"P144","2016-01",827
"P144","2016-02",249
"P144","2016-03",187
"P144","2016-04",197
"P144","2016-05",217
"P144","2016-06",177
"P144","2016-07",217
"P144","2016-08",371
"P144","2016-09",279
"P144","2016-10",6
"P1440","2014-08",2834
"P1440","2014-09",1
"P1440","2014-10",4
"P1440","2014-11",3
"P1440","2015-01",3
"P1440","2015-02",4
"P1440","2015-03",3
"P1440","2015-05",1
"P1440","2015-06",36
"P1440","2015-07",4
"P1440","2015-08",1
"P1440","2015-09",2
"P1440","2015-10",1
"P1440","2015-12",11
"P1440","2016-01",3
"P1440","2016-02",389
"P1440","2016-03",55
"P1440","2016-04",2
"P1440","2016-06",3
"P1440","2016-07",9
"P1440","2016-08",175
"P1440","2016-09",8
"P1441","2014-08",3145
"P1441","2014-09",196
"P1441","2014-10",270
"P1441","2014-11",724
"P1441","2014-12",364
"P1441","2015-01",174
"P1441","2015-02",218
"P1441","2015-03",486
"P1441","2015-04",924
"P1441","2015-05",3322
"P1441","2015-06",834
"P1441","2015-07",1002
"P1441","2015-08",366
"P1441","2015-09",369
"P1441","2015-10",735
"P1441","2015-11",232
"P1441","2015-12",169
"P1441","2016-01",235
"P1441","2016-02",390
"P1441","2016-03",238
"P1441","2016-04",287
"P1441","2016-05",383
"P1441","2016-06",513
"P1441","2016-07",469
"P1441","2016-08",445
"P1441","2016-09",1340
"P1441","2016-10",4
"P1442","2014-08",15
"P1442","2014-09",20
"P1442","2014-10",27
"P1442","2014-11",35
"P1442","2014-12",21
"P1442","2015-01",53
"P1442","2015-02",99
"P1442","2015-03",1668
"P1442","2015-04",771
"P1442","2015-05",481
"P1442","2015-06",1815
"P1442","2015-07",596
"P1442","2015-08",761
"P1442","2015-09",522
"P1442","2015-10",941
"P1442","2015-11",1280
"P1442","2015-12",1097
"P1442","2016-01",1039
"P1442","2016-02",712
"P1442","2016-03",419
"P1442","2016-04",603
"P1442","2016-05",290
"P1442","2016-06",270
"P1442","2016-07",515
"P1442","2016-08",645
"P1442","2016-09",392
"P1442","2016-10",7
"P1443","2015-11",1
"P1443","2016-04",1
"P1444","2014-08",5
"P1444","2014-10",4
"P1444","2014-11",38
"P1444","2014-12",9
"P1444","2015-01",4
"P1444","2015-02",19
"P1444","2015-03",9
"P1444","2015-04",12
"P1444","2015-05",55
"P1444","2015-06",60
"P1444","2015-07",446
"P1444","2015-08",108
"P1444","2015-09",60
"P1444","2015-10",97
"P1444","2015-11",25
"P1444","2015-12",66
"P1444","2016-01",196
"P1444","2016-02",207
"P1444","2016-03",233
"P1444","2016-04",382
"P1444","2016-05",142
"P1444","2016-06",84
"P1444","2016-07",108
"P1444","2016-08",227
"P1444","2016-09",226
"P1444","2016-10",1
"P1445","2014-08",28
"P1445","2014-09",35
"P1445","2014-10",9
"P1445","2014-12",2
"P1445","2015-01",4
"P1445","2015-02",1
"P1445","2015-03",2
"P1445","2015-04",13
"P1445","2015-05",4
"P1445","2015-06",68
"P1445","2015-07",354
"P1445","2015-08",2
"P1445","2015-09",14
"P1445","2015-10",2
"P1445","2015-11",4
"P1445","2015-12",3
"P1445","2016-02",16
"P1445","2016-03",4
"P1445","2016-04",7
"P1445","2016-05",3
"P1445","2016-06",47
"P1445","2016-08",2
"P1445","2016-09",3
"P1446","2014-08",1
"P1446","2014-11",1
"P1446","2014-12",1
"P1446","2015-01",2
"P1446","2015-04",1
"P1446","2015-06",4
"P1446","2015-08",8
"P1446","2015-10",3
"P1446","2015-11",2
"P1446","2016-01",5
"P1446","2016-02",2
"P1446","2016-05",7
"P1446","2016-07",3
"P1446","2016-09",5
"P1447","2014-08",33789
"P1447","2014-09",1442
"P1447","2014-10",805
"P1447","2014-11",594
"P1447","2014-12",160
"P1447","2015-01",228
"P1447","2015-02",124
"P1447","2015-03",367
"P1447","2015-04",88
"P1447","2015-05",142
"P1447","2015-06",223
"P1447","2015-07",56
"P1447","2015-08",1081
"P1447","2015-09",806
"P1447","2015-10",243
"P1447","2015-11",383
"P1447","2015-12",2965
"P1447","2016-01",44691
"P1447","2016-02",1560
"P1447","2016-03",3379
"P1447","2016-04",1187
"P1447","2016-05",173
"P1447","2016-06",506
"P1447","2016-07",734
"P1447","2016-08",208
"P1447","2016-09",1194
"P1447","2016-10",16
"P1448","2014-08",35
"P1448","2014-09",293
"P1448","2014-10",213
"P1448","2014-11",162
"P1448","2014-12",301
"P1448","2015-01",194
"P1448","2015-02",101
"P1448","2015-03",148
"P1448","2015-04",354
"P1448","2015-05",378
"P1448","2015-06",300
"P1448","2015-07",521
"P1448","2015-08",353
"P1448","2015-09",302
"P1448","2015-10",741181
"P1448","2015-11",371
"P1448","2015-12",431
"P1448","2016-01",650
"P1448","2016-02",453
"P1448","2016-03",280
"P1448","2016-04",774
"P1448","2016-05",1077
"P1448","2016-06",1060
"P1448","2016-07",669
"P1448","2016-08",24558
"P1448","2016-09",1692
"P1448","2016-10",57
"P1449","2014-08",6
"P1449","2014-09",18
"P1449","2014-10",5
"P1449","2014-11",19
"P1449","2014-12",29
"P1449","2015-01",39
"P1449","2015-02",267
"P1449","2015-03",50
"P1449","2015-04",34
"P1449","2015-05",76
"P1449","2015-06",67
"P1449","2015-07",172
"P1449","2015-08",174
"P1449","2015-09",136
"P1449","2015-10",389
"P1449","2015-11",210
"P1449","2015-12",112
"P1449","2016-01",111
"P1449","2016-02",148
"P1449","2016-03",137
"P1449","2016-04",88
"P1449","2016-05",134
"P1449","2016-06",178
"P1449","2016-07",120
"P1449","2016-08",193
"P1449","2016-09",110
"P1449","2016-10",11
"P145","2013-02",1
"P1450","2014-08",7
"P1450","2014-09",14
"P1450","2015-09",1
"P1450","2016-02",1
"P1450","2016-04",4
"P1450","2016-05",3
"P1450","2016-07",6
"P1450","2016-08",3
"P1450","2016-09",3
"P1451","2014-08",147
"P1451","2014-09",25
"P1451","2014-10",13
"P1451","2014-11",11
"P1451","2014-12",42
"P1451","2015-01",13
"P1451","2015-02",18
"P1451","2015-03",949
"P1451","2015-04",64
"P1451","2015-05",8
"P1451","2015-06",12
"P1451","2015-07",16
"P1451","2015-08",14
"P1451","2015-09",20
"P1451","2015-10",28
"P1451","2015-11",21
"P1451","2015-12",35
"P1451","2016-01",28
"P1451","2016-02",16
"P1451","2016-03",38
"P1451","2016-04",50
"P1451","2016-05",122
"P1451","2016-06",75
"P1451","2016-07",42
"P1451","2016-08",39
"P1451","2016-09",101
"P1452","2014-08",1
"P1453","2014-08",1
"P1453","2014-12",1
"P1453","2016-07",6
"P1454","2014-08",76
"P1454","2014-09",21
"P1454","2014-10",54
"P1454","2014-11",24
"P1454","2014-12",33
"P1454","2015-01",71
"P1454","2015-02",39
"P1454","2015-03",62
"P1454","2015-04",35
"P1454","2015-05",64
"P1454","2015-06",82
"P1454","2015-07",27
"P1454","2015-08",6135
"P1454","2015-09",63
"P1454","2015-10",128
"P1454","2015-11",735
"P1454","2015-12",81
"P1454","2016-01",142
"P1454","2016-02",129
"P1454","2016-03",93
"P1454","2016-04",68
"P1454","2016-05",68
"P1454","2016-06",107
"P1454","2016-07",531
"P1454","2016-08",4240
"P1454","2016-09",2926
"P1454","2016-10",3
"P1455","2014-08",24
"P1455","2014-09",10
"P1455","2014-10",1
"P1455","2014-11",3
"P1455","2014-12",2
"P1455","2015-01",1
"P1455","2015-02",1
"P1455","2015-03",4
"P1455","2015-05",1
"P1455","2015-06",4
"P1455","2015-07",4
"P1455","2015-08",5
"P1455","2015-10",8
"P1455","2015-11",8
"P1455","2015-12",12
"P1455","2016-01",5
"P1455","2016-02",4
"P1455","2016-03",4
"P1455","2016-04",8
"P1455","2016-05",60
"P1455","2016-06",285
"P1455","2016-07",121
"P1455","2016-08",81
"P1455","2016-09",5
"P1456","2014-08",82
"P1456","2014-09",84
"P1456","2014-10",65
"P1456","2014-11",104
"P1456","2014-12",2199
"P1456","2015-01",1872
"P1456","2015-02",16
"P1456","2015-03",155
"P1456","2015-04",67
"P1456","2015-05",15
"P1456","2015-06",7
"P1456","2015-07",3
"P1456","2015-08",2265
"P1456","2015-09",100
"P1456","2015-10",12
"P1456","2015-11",12
"P1456","2015-12",7
"P1456","2016-01",2
"P1456","2016-02",19
"P1456","2016-03",134
"P1456","2016-05",221
"P1456","2016-06",4
"P1456","2016-07",1
"P1456","2016-08",74
"P1456","2016-09",3
"P1457","2014-08",1
"P1457","2014-09",2
"P1457","2015-02",1
"P1457","2015-04",2
"P1457","2015-10",2
"P1457","2015-11",997
"P1457","2015-12",5
"P1457","2016-01",2
"P1457","2016-02",2
"P1457","2016-03",1
"P1457","2016-05",2
"P1457","2016-06",1
"P1457","2016-07",3
"P1457","2016-08",1
"P1457","2016-09",3
"P1458","2014-09",7
"P1458","2015-05",10
"P1458","2016-02",1
"P1459","2014-08",2563
"P1459","2014-09",114
"P1459","2014-10",2
"P1459","2014-11",1
"P1459","2014-12",3
"P1459","2015-01",6
"P1459","2015-02",1
"P1459","2015-03",8
"P1459","2015-04",5
"P1459","2015-05",169
"P1459","2015-06",83
"P1459","2015-07",92
"P1459","2015-08",97
"P1459","2015-09",8
"P1459","2015-10",32
"P1459","2015-11",15
"P1459","2015-12",12
"P1459","2016-01",8
"P1459","2016-02",3
"P1459","2016-03",9
"P1459","2016-04",11
"P1459","2016-05",22
"P1459","2016-06",21
"P1459","2016-07",23
"P1459","2016-08",37
"P1459","2016-09",8
"P1460","2014-09",804
"P1460","2014-10",1
"P1460","2015-12",1
"P1461","2014-09",777
"P1461","2014-10",1
"P1461","2014-11",1
"P1461","2014-12",4
"P1461","2015-01",3
"P1461","2015-03",4
"P1461","2015-04",4
"P1461","2015-05",5
"P1461","2015-07",4
"P1461","2015-09",2
"P1461","2015-10",4
"P1461","2015-11",2
"P1461","2015-12",1
"P1461","2016-01",30
"P1461","2016-02",4
"P1461","2016-03",2
"P1461","2016-04",3
"P1461","2016-05",7
"P1461","2016-06",3
"P1461","2016-07",1
"P1461","2016-08",4
"P1461","2016-10",2
"P1462","2014-09",24
"P1462","2014-11",179
"P1462","2014-12",1
"P1462","2015-03",5
"P1462","2015-06",302
"P1462","2015-08",1
"P1462","2015-09",15
"P1462","2015-11",6
"P1462","2015-12",18
"P1462","2016-01",8
"P1462","2016-02",7
"P1462","2016-03",1
"P1462","2016-04",12
"P1462","2016-05",3
"P1462","2016-06",4
"P1462","2016-07",28
"P1462","2016-08",139
"P1462","2016-09",392
"P1463","2014-09",178
"P1463","2014-10",248
"P1463","2014-11",1
"P1463","2015-05",2
"P1463","2016-02",2
"P1463","2016-07",10
"P1464","2014-09",186
"P1464","2014-10",4313
"P1464","2014-11",636
"P1464","2014-12",5083
"P1464","2015-01",6765
"P1464","2015-02",118
"P1464","2015-03",26
"P1464","2015-04",29
"P1464","2015-05",87
"P1464","2015-06",67
"P1464","2015-07",56
"P1464","2015-08",27
"P1464","2015-09",226
"P1464","2015-10",66
"P1464","2015-11",68
"P1464","2015-12",104
"P1464","2016-01",150
"P1464","2016-02",141
"P1464","2016-03",79
"P1464","2016-04",111
"P1464","2016-05",267
"P1464","2016-06",251
"P1464","2016-07",185
"P1464","2016-08",138
"P1464","2016-09",288
"P1464","2016-10",9
"P1465","2014-09",173
"P1465","2014-10",1343
"P1465","2014-11",248
"P1465","2014-12",2090
"P1465","2015-01",4261
"P1465","2015-02",109
"P1465","2015-03",14
"P1465","2015-04",10
"P1465","2015-05",50
"P1465","2015-06",39
"P1465","2015-07",22
"P1465","2015-08",15
"P1465","2015-09",175
"P1465","2015-10",55
"P1465","2015-11",19
"P1465","2015-12",13
"P1465","2016-01",29
"P1465","2016-02",28
"P1465","2016-03",32
"P1465","2016-04",28
"P1465","2016-05",101
"P1465","2016-06",43
"P1465","2016-07",85
"P1465","2016-08",25
"P1465","2016-09",81
"P1465","2016-10",4
"P1466","2014-09",2
"P1466","2014-11",1
"P1466","2015-06",1
"P1466","2016-01",1
"P1466","2016-03",1
"P1466","2016-06",1
"P1466","2016-07",8
"P1467","2014-09",1
"P1467","2014-11",1
"P1467","2014-12",1
"P1467","2016-06",1
"P1468","2014-09",1
"P1469","2014-09",5
"P1469","2014-10",1
"P1469","2015-01",10771
"P1469","2015-02",5
"P1469","2015-03",12
"P1469","2015-04",4
"P1469","2015-05",2
"P1469","2015-06",9
"P1469","2015-07",4
"P1469","2015-08",10
"P1469","2015-09",4
"P1469","2015-10",10
"P1469","2015-11",6
"P1469","2015-12",537
"P1469","2016-01",11
"P1469","2016-02",816
"P1469","2016-03",58
"P1469","2016-04",62
"P1469","2016-05",6
"P1469","2016-06",17
"P1469","2016-07",815
"P1469","2016-08",17
"P1469","2016-09",16
"P1470","2014-09",9
"P1471","2014-09",2
"P1471","2015-01",2
"P1471","2015-07",37
"P1471","2015-08",1
"P1471","2015-10",2
"P1471","2015-12",1
"P1471","2016-02",1
"P1471","2016-03",5
"P1471","2016-06",2
"P1471","2016-07",2
"P1471","2016-08",2
"P1472","2014-09",13414
"P1472","2014-10",59
"P1472","2014-11",2829
"P1472","2014-12",174
"P1472","2015-01",65
"P1472","2015-02",62
"P1472","2015-03",116
"P1472","2015-04",76
"P1472","2015-05",100
"P1472","2015-06",93
"P1472","2015-07",79
"P1472","2015-08",157
"P1472","2015-09",271
"P1472","2015-10",97
"P1472","2015-11",81
"P1472","2015-12",70
"P1472","2016-01",119
"P1472","2016-02",141
"P1472","2016-03",240
"P1472","2016-04",128
"P1472","2016-05",142
"P1472","2016-06",114
"P1472","2016-07",329
"P1472","2016-08",2902
"P1472","2016-09",1555
"P1472","2016-10",6
"P1473","2014-09",96
"P1473","2014-10",51
"P1473","2014-11",11
"P1473","2014-12",4
"P1473","2015-01",4
"P1473","2015-04",4
"P1473","2015-05",5
"P1473","2015-06",2
"P1473","2015-07",2
"P1473","2015-08",6
"P1473","2015-09",37
"P1473","2015-10",7
"P1473","2015-11",11
"P1473","2016-01",7
"P1473","2016-02",2
"P1473","2016-03",1
"P1473","2016-04",3
"P1473","2016-05",5
"P1473","2016-06",1
"P1473","2016-07",10
"P1473","2016-09",1
"P1474","2014-09",1
"P1474","2014-11",1
"P1474","2015-10",2
"P1474","2015-11",5
"P1476","2014-09",262
"P1476","2014-10",464
"P1476","2014-11",312
"P1476","2014-12",257
"P1476","2015-01",364
"P1476","2015-02",496
"P1476","2015-03",727
"P1476","2015-04",12928
"P1476","2015-05",1451
"P1476","2015-06",1517
"P1476","2015-07",3591
"P1476","2015-08",1123
"P1476","2015-09",2027
"P1476","2015-10",16156
"P1476","2015-11",2470
"P1476","2015-12",62302
"P1476","2016-01",26126
"P1476","2016-02",7508
"P1476","2016-03",3549
"P1476","2016-04",6413
"P1476","2016-05",33696
"P1476","2016-06",243677
"P1476","2016-07",51034
"P1476","2016-08",12876
"P1476","2016-09",104385
"P1476","2016-10",263
"P1477","2014-09",63
"P1477","2014-10",170
"P1477","2014-11",207
"P1477","2014-12",393
"P1477","2015-01",213
"P1477","2015-02",164
"P1477","2015-03",187
"P1477","2015-04",226
"P1477","2015-05",790
"P1477","2015-06",590
"P1477","2015-07",876
"P1477","2015-08",1087
"P1477","2015-09",1159
"P1477","2015-10",6060
"P1477","2015-11",1329
"P1477","2015-12",777
"P1477","2016-01",1035
"P1477","2016-02",936
"P1477","2016-03",781
"P1477","2016-04",563
"P1477","2016-05",754
"P1477","2016-06",577
"P1477","2016-07",652
"P1477","2016-08",1200
"P1477","2016-09",1960
"P1477","2016-10",20
"P1478","2014-09",15
"P1478","2014-10",3
"P1478","2014-11",4
"P1478","2014-12",5
"P1478","2015-02",6
"P1478","2015-03",3
"P1478","2015-04",9
"P1478","2015-05",9
"P1478","2015-06",2
"P1478","2015-07",1
"P1478","2015-08",1
"P1478","2015-10",7
"P1478","2015-11",12
"P1478","2015-12",2
"P1478","2016-01",1
"P1478","2016-02",4
"P1478","2016-03",3
"P1478","2016-04",8
"P1478","2016-05",9
"P1478","2016-06",7
"P1478","2016-07",2
"P1478","2016-08",8
"P1478","2016-09",3
"P1479","2014-09",7
"P1479","2014-10",4
"P1479","2014-11",8
"P1479","2015-02",6
"P1479","2015-05",4
"P1479","2015-06",2
"P1479","2015-10",3
"P1479","2015-11",6
"P1479","2015-12",16
"P1479","2016-01",1
"P1479","2016-02",1
"P1479","2016-04",1
"P1479","2016-06",2
"P1480","2015-12",1
"P1481","2014-09",14
"P1481","2014-10",6
"P1481","2014-11",3
"P1481","2015-01",1
"P1481","2015-02",2
"P1481","2015-03",3
"P1481","2015-04",1
"P1481","2015-05",1
"P1481","2015-09",2
"P1481","2015-10",2
"P1481","2015-11",2
"P1481","2016-01",1
"P1481","2016-04",2
"P1481","2016-06",2
"P1481","2016-07",1
"P1481","2016-08",20
"P1482","2014-09",13
"P1482","2014-10",1757
"P1482","2014-11",15
"P1482","2014-12",4
"P1482","2015-01",3
"P1482","2015-02",13
"P1482","2015-03",8
"P1482","2015-04",8
"P1482","2015-05",4
"P1482","2015-06",7
"P1482","2015-07",4
"P1482","2015-08",8
"P1482","2015-09",14
"P1482","2015-10",13
"P1482","2015-11",10
"P1482","2015-12",13
"P1482","2016-01",4
"P1482","2016-02",3
"P1482","2016-03",12
"P1482","2016-04",3
"P1482","2016-05",9
"P1482","2016-06",1
"P1482","2016-07",4
"P1482","2016-08",20
"P1482","2016-09",8
"P1482","2016-10",2
"P1483","2014-09",1533
"P1483","2014-10",3
"P1483","2014-11",1
"P1483","2015-01",1
"P1483","2015-04",2
"P1483","2015-06",1
"P1483","2015-07",1
"P1483","2015-10",1
"P1483","2015-12",1
"P1483","2016-02",1
"P1483","2016-04",1
"P1483","2016-08",3
"P1483","2016-09",4
"P149","2013-02",66
"P149","2013-03",62
"P149","2013-04",59
"P149","2013-05",34
"P149","2013-06",26
"P149","2013-07",13
"P149","2013-08",13
"P149","2013-09",30
"P149","2013-10",90
"P149","2013-11",10
"P149","2013-12",96
"P149","2014-01",508
"P149","2014-02",47
"P149","2014-03",184
"P149","2014-04",43
"P149","2014-05",6127
"P149","2014-06",73
"P149","2014-07",942
"P149","2014-08",109
"P149","2014-09",91
"P149","2014-10",47
"P149","2014-11",190
"P149","2014-12",72
"P149","2015-01",7322
"P149","2015-02",238
"P149","2015-03",124
"P149","2015-04",378
"P149","2015-05",1069
"P149","2015-06",638
"P149","2015-07",64
"P149","2015-08",410
"P149","2015-09",115
"P149","2015-10",718
"P149","2015-11",66
"P149","2015-12",1071
"P149","2016-01",605
"P149","2016-02",484
"P149","2016-03",60
"P149","2016-04",1061
"P149","2016-05",837
"P149","2016-06",514
"P149","2016-07",302
"P149","2016-08",867
"P149","2016-09",929
"P149","2016-10",17
"P15","2013-02",443
"P15","2013-03",138
"P15","2013-04",610
"P15","2013-05",62
"P15","2013-06",456
"P15","2013-07",13
"P15","2013-08",2
"P15","2013-09",73
"P15","2013-10",61
"P15","2013-11",1617
"P15","2013-12",4
"P15","2014-01",8
"P15","2014-02",5
"P15","2014-03",6
"P15","2014-04",12
"P15","2014-05",1
"P15","2014-06",26
"P15","2014-07",16
"P15","2014-08",5
"P15","2014-09",4
"P15","2014-10",22
"P15","2014-11",86
"P15","2014-12",5
"P15","2015-01",8
"P15","2015-02",1
"P15","2015-03",11
"P15","2015-04",10
"P15","2015-05",2
"P15","2015-06",78
"P15","2015-07",47
"P15","2015-08",11
"P15","2015-09",34
"P15","2015-10",1
"P15","2015-11",4
"P15","2015-12",4
"P15","2016-01",6
"P15","2016-02",1637
"P15","2016-03",133
"P15","2016-04",8
"P15","2016-05",16
"P15","2016-06",19
"P15","2016-07",52
"P15","2016-08",6
"P15","2016-09",99
"P15","2016-10",4
"P150","2013-02",284
"P150","2013-03",4908
"P150","2013-04",2710
"P150","2013-05",2358
"P150","2013-06",4329
"P150","2013-07",577277
"P150","2013-08",109111
"P150","2013-09",99639
"P150","2013-10",3434
"P150","2013-11",452
"P150","2013-12",3749
"P150","2014-01",1607
"P150","2014-02",1237
"P150","2014-03",746
"P150","2014-04",13600
"P150","2014-05",2421
"P150","2014-06",1226
"P150","2014-07",802
"P150","2014-08",197
"P150","2014-09",109
"P150","2014-10",997
"P150","2014-11",488
"P150","2014-12",227
"P150","2015-01",397
"P150","2015-02",2457
"P150","2015-03",26784
"P150","2015-04",673
"P150","2015-05",618
"P150","2015-06",6557
"P150","2015-07",1127
"P150","2015-08",491
"P150","2015-09",722
"P150","2015-10",704
"P150","2015-11",267
"P150","2015-12",424
"P150","2016-01",522
"P150","2016-02",1127
"P150","2016-03",2633
"P150","2016-04",1754
"P150","2016-05",979
"P150","2016-06",1177
"P150","2016-07",908
"P150","2016-08",2076
"P150","2016-09",838
"P150","2016-10",15
"P152","2013-02",3
"P1529","2014-09",1
"P1529","2014-10",38
"P1529","2014-11",9
"P1529","2014-12",86
"P1529","2015-07",2
"P1529","2016-04",1
"P153","2013-02",2
"P1531","2014-09",2
"P1531","2014-10",4
"P1531","2014-12",2
"P1531","2015-04",4
"P1531","2015-05",7
"P1531","2015-07",16
"P1531","2015-08",57
"P1531","2015-09",75
"P1531","2015-10",6
"P1531","2015-11",24
"P1531","2015-12",1
"P1531","2016-01",9
"P1531","2016-02",10
"P1531","2016-03",12
"P1531","2016-04",1
"P1531","2016-05",3
"P1531","2016-06",2
"P1531","2016-07",12
"P1531","2016-08",58
"P1531","2016-09",2
"P1532","2014-09",3
"P1532","2014-10",9
"P1532","2014-11",2
"P1532","2014-12",1
"P1532","2015-01",1
"P1532","2015-04",8
"P1532","2015-05",1
"P1532","2015-06",24
"P1532","2015-07",1
"P1532","2015-08",106
"P1532","2015-09",11
"P1532","2015-10",168
"P1532","2015-11",77
"P1532","2015-12",27
"P1532","2016-01",57
"P1532","2016-02",64
"P1532","2016-03",150
"P1532","2016-04",1268
"P1532","2016-05",93
"P1532","2016-06",36
"P1532","2016-07",692
"P1532","2016-08",72
"P1532","2016-09",31
"P1532","2016-10",2
"P1533","2014-09",67
"P1533","2014-10",167
"P1533","2014-11",72
"P1533","2014-12",101
"P1533","2015-01",33
"P1533","2015-02",16
"P1533","2015-03",29
"P1533","2015-04",114
"P1533","2015-05",55
"P1533","2015-06",27
"P1533","2015-07",55
"P1533","2015-08",34
"P1533","2015-09",14
"P1533","2015-10",61
"P1533","2015-11",59
"P1533","2015-12",15
"P1533","2016-01",13
"P1533","2016-02",18
"P1533","2016-03",1568
"P1533","2016-04",68
"P1533","2016-05",29
"P1533","2016-06",61
"P1533","2016-07",207
"P1533","2016-08",25
"P1533","2016-09",262
"P1533","2016-10",1
"P1534","2014-11",1
"P1534","2014-12",1
"P1534","2015-01",1
"P1534","2015-06",1
"P1534","2015-07",2
"P1534","2015-08",1
"P1534","2015-10",1
"P1534","2015-11",1
"P1534","2015-12",1
"P1534","2016-02",1
"P1534","2016-03",1
"P1534","2016-05",3
"P1534","2016-06",3
"P1534","2016-07",1
"P1534","2016-08",1
"P1535","2014-09",1
"P1535","2014-10",1
"P1535","2014-11",8
"P1535","2014-12",4
"P1535","2015-01",6
"P1535","2015-02",6
"P1535","2015-03",12
"P1535","2015-04",3
"P1535","2015-05",6
"P1535","2015-06",5
"P1535","2015-07",14
"P1535","2015-08",29
"P1535","2015-09",9
"P1535","2015-10",10
"P1535","2015-11",13
"P1535","2015-12",4
"P1535","2016-01",14
"P1535","2016-02",17
"P1535","2016-03",6
"P1535","2016-04",41
"P1535","2016-05",15
"P1535","2016-06",5
"P1535","2016-07",22
"P1535","2016-08",26
"P1535","2016-09",18
"P1535","2016-10",4
"P1536","2014-11",1
"P1536","2015-07",1
"P1536","2015-10",2
"P1536","2015-11",3
"P1536","2016-01",6
"P1536","2016-02",1
"P1536","2016-03",1
"P1536","2016-05",8
"P1536","2016-08",5
"P1536","2016-09",2
"P1537","2014-10",1
"P1537","2014-11",1
"P1537","2014-12",1
"P1537","2015-04",2
"P1537","2015-05",1
"P1537","2015-06",4
"P1537","2015-12",5
"P1537","2016-01",2
"P1537","2016-03",2
"P1538","2014-09",2
"P1538","2014-10",1
"P1538","2015-07",15
"P1538","2015-08",1
"P1538","2015-10",17
"P1538","2015-11",19
"P1538","2016-01",24
"P1538","2016-02",5
"P1538","2016-03",1073
"P1538","2016-04",1071
"P1538","2016-05",10
"P1538","2016-07",2330
"P1538","2016-08",12
"P1538","2016-09",2
"P1539","2014-09",2
"P1539","2014-10",1
"P1539","2015-03",45
"P1539","2015-07",1
"P1539","2015-08",1
"P1539","2015-10",10
"P1539","2015-11",1
"P1539","2015-12",2
"P1539","2016-01",24
"P1539","2016-02",11
"P1539","2016-03",1084
"P1539","2016-04",5
"P1539","2016-05",20
"P1539","2016-07",8
"P1539","2016-08",2
"P154","2013-02",37
"P154","2013-03",165
"P154","2013-04",179
"P154","2013-05",193
"P154","2013-06",228
"P154","2013-07",135
"P154","2013-08",106
"P154","2013-09",80
"P154","2013-10",77
"P154","2013-11",236
"P154","2013-12",757
"P154","2014-01",46
"P154","2014-02",47
"P154","2014-03",1683
"P154","2014-04",159
"P154","2014-05",336
"P154","2014-06",211
"P154","2014-07",150
"P154","2014-08",163
"P154","2014-09",125
"P154","2014-10",101
"P154","2014-11",179
"P154","2014-12",227
"P154","2015-01",175
"P154","2015-02",124
"P154","2015-03",191
"P154","2015-04",243
"P154","2015-05",349
"P154","2015-06",249
"P154","2015-07",299
"P154","2015-08",4762
"P154","2015-09",273
"P154","2015-10",279
"P154","2015-11",560
"P154","2015-12",417
"P154","2016-01",440
"P154","2016-02",245
"P154","2016-03",244
"P154","2016-04",260
"P154","2016-05",281
"P154","2016-06",465
"P154","2016-07",1335
"P154","2016-08",996
"P154","2016-09",4960
"P154","2016-10",7
"P1540","2014-09",2
"P1540","2014-10",1
"P1540","2015-03",47
"P1540","2015-07",2
"P1540","2015-08",1
"P1540","2015-10",11
"P1540","2015-11",1
"P1540","2015-12",2
"P1540","2016-01",24
"P1540","2016-02",12
"P1540","2016-03",1075
"P1540","2016-04",5
"P1540","2016-05",23
"P1540","2016-07",12
"P1540","2016-08",2
"P1541","2014-09",2
"P1541","2014-10",4
"P1541","2014-12",1
"P1541","2015-07",15
"P1541","2015-08",57
"P1541","2015-09",90
"P1541","2015-10",63
"P1541","2015-11",19
"P1541","2015-12",3171
"P1541","2016-01",281
"P1541","2016-02",26
"P1541","2016-03",30
"P1541","2016-04",46
"P1541","2016-05",24
"P1541","2016-06",29
"P1541","2016-07",33
"P1541","2016-08",11
"P1541","2016-09",12
"P1541","2016-10",1
"P1542","2014-10",7
"P1542","2014-11",18
"P1542","2014-12",9
"P1542","2015-01",2
"P1542","2015-02",1
"P1542","2015-03",1
"P1542","2015-04",13
"P1542","2015-05",5
"P1542","2015-06",7
"P1542","2015-07",4
"P1542","2015-08",6
"P1542","2015-09",201
"P1542","2015-10",699
"P1542","2015-11",54
"P1542","2015-12",95
"P1542","2016-01",257
"P1542","2016-02",83
