"stat_property","month_edit","count"
"P1542","2016-03",60
"P1542","2016-04",22
"P1542","2016-05",86
"P1542","2016-06",27
"P1542","2016-07",27
"P1542","2016-08",16
"P1542","2016-09",24
"P1542","2016-10",3
"P1543","2014-09",3
"P1543","2015-05",1
"P1543","2015-08",1
"P1543","2015-10",9
"P1543","2016-03",2
"P1544","2014-09",1
"P1544","2016-06",5
"P1544","2016-07",2
"P1545","2014-10",3
"P1545","2014-11",6
"P1545","2015-01",15
"P1545","2015-02",1
"P1545","2015-03",1
"P1545","2015-04",21
"P1545","2015-05",50
"P1545","2015-06",74
"P1545","2015-07",550
"P1545","2015-08",117
"P1545","2015-09",73
"P1545","2015-10",92
"P1545","2015-11",66
"P1545","2015-12",124
"P1545","2016-01",209
"P1545","2016-02",382
"P1545","2016-03",363
"P1545","2016-04",1206
"P1545","2016-05",251
"P1545","2016-06",291
"P1545","2016-07",2617
"P1545","2016-08",181
"P1545","2016-09",210
"P1545","2016-10",2
"P1546","2014-09",9
"P1546","2014-10",1
"P1546","2014-11",1
"P1546","2014-12",1
"P1546","2015-02",1
"P1546","2015-05",2
"P1546","2015-08",6
"P1546","2015-09",7
"P1546","2015-10",3
"P1546","2015-11",4
"P1546","2015-12",1
"P1546","2016-01",1
"P1546","2016-02",5
"P1546","2016-03",3
"P1546","2016-04",1
"P1546","2016-06",1
"P1546","2016-07",1
"P1546","2016-08",3
"P1546","2016-09",6
"P1547","2014-10",3
"P1547","2015-04",3
"P1547","2015-05",3
"P1547","2015-06",2
"P1547","2015-08",1
"P1547","2015-10",35
"P1547","2015-11",11
"P1547","2015-12",4
"P1547","2016-02",7
"P1547","2016-03",2
"P1547","2016-04",18
"P1547","2016-05",4
"P1547","2016-06",3
"P1547","2016-07",28
"P1547","2016-08",11
"P1547","2016-09",1
"P1548","2014-10",27
"P1548","2014-11",2
"P1548","2014-12",7
"P1548","2015-01",37
"P1548","2015-10",3
"P1548","2016-02",1
"P1549","2014-10",22
"P1549","2014-11",10
"P1549","2014-12",24
"P1549","2015-01",124
"P1549","2015-02",47
"P1549","2015-03",38
"P1549","2015-04",135
"P1549","2015-05",26
"P1549","2015-06",51
"P1549","2015-07",53
"P1549","2015-08",50
"P1549","2015-09",72
"P1549","2015-10",92
"P1549","2015-11",52
"P1549","2015-12",187
"P1549","2016-01",244
"P1549","2016-02",60
"P1549","2016-03",28
"P1549","2016-04",156
"P1549","2016-05",105
"P1549","2016-06",70
"P1549","2016-07",26
"P1549","2016-08",57
"P1549","2016-09",55
"P155","2013-02",6
"P155","2013-03",652
"P155","2013-04",39182
"P155","2013-05",36026
"P155","2013-06",18464
"P155","2013-07",2953
"P155","2013-08",803
"P155","2013-09",2128
"P155","2013-10",22470
"P155","2013-11",3399
"P155","2013-12",1724
"P155","2014-01",9015
"P155","2014-02",1828
"P155","2014-03",5051
"P155","2014-04",568
"P155","2014-05",5260
"P155","2014-06",1414
"P155","2014-07",761
"P155","2014-08",1488
"P155","2014-09",1289
"P155","2014-10",3053
"P155","2014-11",19891
"P155","2014-12",2405
"P155","2015-01",8096
"P155","2015-02",9119
"P155","2015-03",877
"P155","2015-04",549
"P155","2015-05",2244
"P155","2015-06",730
"P155","2015-07",1309
"P155","2015-08",1402
"P155","2015-09",3669
"P155","2015-10",2183
"P155","2015-11",1456
"P155","2015-12",3960
"P155","2016-01",20327
"P155","2016-02",13853
"P155","2016-03",2274
"P155","2016-04",1595
"P155","2016-05",1055
"P155","2016-06",2282
"P155","2016-07",10613
"P155","2016-08",2302
"P155","2016-09",4517
"P155","2016-10",14
"P1550","2014-10",2
"P1550","2014-11",3
"P1550","2015-02",1
"P1550","2015-06",4
"P1550","2015-08",6
"P1550","2015-10",10
"P1550","2015-11",115
"P1550","2015-12",87
"P1550","2016-01",17
"P1550","2016-02",25
"P1550","2016-03",89
"P1550","2016-04",116
"P1550","2016-05",30
"P1550","2016-06",70
"P1550","2016-07",115
"P1550","2016-08",72
"P1550","2016-09",43
"P1550","2016-10",3
"P1551","2014-10",1
"P1551","2015-01",20
"P1551","2015-02",14
"P1551","2015-03",23
"P1551","2015-04",1
"P1551","2015-05",3
"P1551","2015-06",8
"P1551","2015-09",1
"P1552","2014-10",6
"P1552","2014-11",5
"P1552","2014-12",9
"P1552","2015-01",2
"P1552","2015-02",6
"P1552","2015-03",25
"P1552","2015-04",8
"P1552","2015-05",10
"P1552","2015-06",4
"P1552","2015-07",3
"P1552","2015-08",2
"P1552","2015-09",21
"P1552","2015-10",7
"P1552","2015-11",7
"P1552","2015-12",34
"P1552","2016-01",9
"P1552","2016-02",8
"P1552","2016-03",142
"P1552","2016-04",94
"P1552","2016-05",21
"P1552","2016-06",38
"P1552","2016-07",23
"P1552","2016-08",47
"P1552","2016-09",74
"P1552","2016-10",1
"P1553","2014-10",1
"P1553","2015-05",190
"P1553","2015-07",3
"P1553","2015-08",1
"P1553","2015-10",1
"P1553","2015-11",2
"P1553","2015-12",2
"P1553","2016-01",1
"P1553","2016-02",2
"P1553","2016-03",14
"P1553","2016-04",5
"P1553","2016-05",10
"P1553","2016-06",7
"P1553","2016-07",2
"P1553","2016-08",5
"P1553","2016-09",3
"P1554","2014-10",1
"P1554","2015-04",127
"P1554","2015-05",204
"P1554","2015-06",72
"P1554","2015-07",1
"P1554","2015-09",45
"P1554","2015-10",1
"P1554","2015-11",3
"P1554","2016-01",15
"P1554","2016-02",2
"P1554","2016-04",5
"P1554","2016-05",1
"P1554","2016-07",5
"P1554","2016-08",1
"P1554","2016-09",19
"P1554","2016-10",4
"P1555","2014-10",35
"P1555","2015-08",1
"P1555","2015-11",1
"P1555","2016-06",3649
"P1555","2016-07",1
"P1555","2016-08",3
"P1556","2014-10",470
"P1556","2014-11",12
"P1556","2014-12",25
"P1556","2015-01",12
"P1556","2015-02",14
"P1556","2015-03",5
"P1556","2015-04",3
"P1556","2015-05",24
"P1556","2015-06",6
"P1556","2015-07",5
"P1556","2015-08",6
"P1556","2015-09",2
"P1556","2015-10",11
"P1556","2015-11",2990
"P1556","2015-12",3
"P1556","2016-01",10
"P1556","2016-02",1
"P1556","2016-03",2
"P1556","2016-04",4
"P1556","2016-05",2
"P1556","2016-07",3
"P1556","2016-08",2
"P1556","2016-09",11
"P1557","2014-10",3
"P1557","2014-12",6
"P1557","2015-01",7
"P1557","2015-08",4
"P1557","2015-09",3
"P1557","2015-10",9
"P1557","2015-11",4
"P1557","2015-12",2
"P1557","2016-01",1
"P1557","2016-02",7
"P1557","2016-03",6
"P1557","2016-04",8
"P1557","2016-08",1
"P1557","2016-09",2
"P1558","2014-10",16
"P1558","2015-03",1
"P1558","2015-07",6
"P1558","2016-04",1
"P1559","2014-10",36
"P1559","2014-11",79
"P1559","2014-12",87
"P1559","2015-01",47
"P1559","2015-02",76
"P1559","2015-03",40
"P1559","2015-04",76
"P1559","2015-05",176
"P1559","2015-06",318
"P1559","2015-07",273
"P1559","2015-08",678
"P1559","2015-09",806
"P1559","2015-10",753
"P1559","2015-11",445
"P1559","2015-12",311
"P1559","2016-01",940
"P1559","2016-02",449
"P1559","2016-03",7943
"P1559","2016-04",33616
"P1559","2016-05",313
"P1559","2016-06",1117
"P1559","2016-07",1443
"P1559","2016-08",1527
"P1559","2016-09",765
"P1559","2016-10",24
"P156","2013-02",7
"P156","2013-03",635
"P156","2013-04",36948
"P156","2013-05",33012
"P156","2013-06",18502
"P156","2013-07",3479
"P156","2013-08",726
"P156","2013-09",1746
"P156","2013-10",21239
"P156","2013-11",3341
"P156","2013-12",812
"P156","2014-01",8961
"P156","2014-02",1757
"P156","2014-03",4828
"P156","2014-04",550
"P156","2014-05",5159
"P156","2014-06",1428
"P156","2014-07",752
"P156","2014-08",1546
"P156","2014-09",1296
"P156","2014-10",3021
"P156","2014-11",27263
"P156","2014-12",2346
"P156","2015-01",3916
"P156","2015-02",13361
"P156","2015-03",830
"P156","2015-04",567
"P156","2015-05",2196
"P156","2015-06",728
"P156","2015-07",1263
"P156","2015-08",1426
"P156","2015-09",3556
"P156","2015-10",1908
"P156","2015-11",1427
"P156","2015-12",3943
"P156","2016-01",19000
"P156","2016-02",13730
"P156","2016-03",2239
"P156","2016-04",1595
"P156","2016-05",855
"P156","2016-06",2245
"P156","2016-07",6743
"P156","2016-08",1902
"P156","2016-09",4493
"P156","2016-10",13
"P1560","2014-10",142
"P1560","2014-11",46
"P1560","2014-12",27
"P1560","2015-01",31
"P1560","2015-02",33
"P1560","2015-03",24
"P1560","2015-04",49
"P1560","2015-05",51
"P1560","2015-06",31
"P1560","2015-07",209
"P1560","2015-08",22
"P1560","2015-09",70
"P1560","2015-10",42
"P1560","2015-11",33
"P1560","2015-12",8
"P1560","2016-01",2
"P1560","2016-02",22
"P1560","2016-03",9
"P1560","2016-04",10
"P1560","2016-05",17
"P1560","2016-06",7
"P1560","2016-07",20
"P1560","2016-08",12
"P1560","2016-09",34
"P1561","2014-10",6
"P1561","2014-11",5
"P1561","2014-12",7
"P1561","2015-01",2
"P1561","2015-03",8
"P1561","2015-04",2
"P1561","2015-05",1
"P1561","2015-06",15
"P1561","2015-07",12
"P1561","2015-08",19
"P1561","2015-09",2
"P1561","2015-10",16
"P1561","2015-11",16
"P1561","2015-12",1
"P1561","2016-01",4
"P1561","2016-02",2
"P1561","2016-03",7
"P1561","2016-04",3
"P1561","2016-05",7
"P1561","2016-06",7
"P1561","2016-07",1
"P1561","2016-08",5
"P1561","2016-09",10
"P1562","2014-10",19506
"P1562","2014-11",23851
"P1562","2014-12",20
"P1562","2015-01",24
"P1562","2015-02",48
"P1562","2015-03",14
"P1562","2015-04",20
"P1562","2015-05",12
"P1562","2015-06",15
"P1562","2015-07",16
"P1562","2015-08",27
"P1562","2015-09",17
"P1562","2015-10",67
"P1562","2015-11",1676
"P1562","2015-12",347
"P1562","2016-01",420
"P1562","2016-02",49
"P1562","2016-03",743
"P1562","2016-04",71
"P1562","2016-05",186
"P1562","2016-06",83
"P1562","2016-07",69
"P1562","2016-08",97
"P1562","2016-09",2312
"P1562","2016-10",192
"P1563","2014-10",551
"P1563","2014-11",1593
"P1563","2014-12",124
"P1563","2015-01",110
"P1563","2015-03",1
"P1563","2015-04",9
"P1563","2015-05",9
"P1563","2015-06",2
"P1563","2015-07",22
"P1563","2015-08",10
"P1563","2015-09",7
"P1563","2015-10",6
"P1563","2015-11",14
"P1563","2015-12",4
"P1563","2016-01",23
"P1563","2016-02",8
"P1563","2016-03",3
"P1563","2016-04",2
"P1563","2016-05",10
"P1563","2016-06",1
"P1563","2016-08",3
"P1563","2016-09",1
"P1564","2014-10",2
"P1565","2014-10",267
"P1565","2014-11",32
"P1565","2014-12",1
"P1565","2015-01",12
"P1565","2015-02",5
"P1565","2015-03",7
"P1565","2015-04",5
"P1565","2015-06",1
"P1565","2015-07",1
"P1565","2015-08",5
"P1565","2015-09",2
"P1565","2015-10",1
"P1565","2015-11",44
"P1565","2016-01",48
"P1565","2016-02",14
"P1565","2016-03",10
"P1565","2016-04",8
"P1565","2016-05",3
"P1565","2016-07",3
"P1565","2016-08",2
"P1566","2014-10",111878
"P1566","2014-11",331879
"P1566","2014-12",46088
"P1566","2015-01",983
"P1566","2015-02",428
"P1566","2015-03",368
"P1566","2015-04",651
"P1566","2015-05",540
"P1566","2015-06",499
"P1566","2015-07",699
"P1566","2015-08",127338
"P1566","2015-09",368
"P1566","2015-10",30634
"P1566","2015-11",5460
"P1566","2015-12",823
"P1566","2016-01",60900
"P1566","2016-02",724
"P1566","2016-03",107377
"P1566","2016-04",1755
"P1566","2016-05",70798
"P1566","2016-06",11183
"P1566","2016-07",7494
"P1566","2016-08",48146
"P1566","2016-09",216443
"P1566","2016-10",19
"P1567","2014-10",592
"P1567","2014-12",2
"P1567","2015-01",2
"P1567","2015-09",1
"P1567","2015-10",37
"P1567","2016-09",2
"P1568","2014-10",1
"P1568","2015-01",5
"P1568","2015-02",1
"P1568","2015-04",3
"P1568","2015-05",4
"P1568","2015-06",4
"P1568","2015-07",2
"P1568","2015-08",35
"P1568","2015-09",3
"P1568","2015-11",3
"P1568","2015-12",9
"P1568","2016-02",1
"P1568","2016-03",9
"P1568","2016-04",3
"P1568","2016-05",1
"P1568","2016-07",2
"P1568","2016-09",2
"P1569","2014-10",24
"P157","2013-02",13
"P157","2013-03",24
"P157","2013-04",17
"P157","2013-05",15
"P157","2013-06",13
"P157","2013-07",17
"P157","2013-08",6
"P157","2013-09",13
"P157","2013-10",12
"P157","2013-11",29
"P157","2013-12",21
"P157","2014-01",1
"P157","2014-02",2
"P157","2014-03",5
"P157","2014-04",20
"P157","2014-05",7
"P157","2014-06",6
"P157","2014-07",10
"P157","2014-08",20
"P157","2014-09",5
"P157","2014-10",9
"P157","2014-11",43
"P157","2014-12",33
"P157","2015-01",11
"P157","2015-02",2
"P157","2015-03",6
"P157","2015-04",32
"P157","2015-05",18
"P157","2015-06",6
"P157","2015-07",28
"P157","2015-08",13
"P157","2015-09",6
"P157","2015-10",47
"P157","2015-11",22
"P157","2015-12",16
"P157","2016-01",15
"P157","2016-02",6
"P157","2016-03",11
"P157","2016-04",10
"P157","2016-05",12
"P157","2016-06",8
"P157","2016-07",10
"P157","2016-08",9
"P157","2016-09",30
"P1570","2014-10",17
"P1571","2014-10",1
"P1571","2015-01",5
"P1571","2015-04",10
"P1571","2015-05",2
"P1571","2015-06",9
"P1571","2015-07",2
"P1571","2015-08",10
"P1571","2015-09",1
"P1571","2015-10",1
"P1571","2015-11",3
"P1571","2015-12",6
"P1571","2016-02",4
"P1571","2016-04",1
"P1571","2016-05",2
"P1572","2014-10",2
"P1573","2014-10",9
"P1573","2015-08",1
"P1574","2014-10",33
"P1574","2014-11",45
"P1574","2014-12",5
"P1574","2015-01",4
"P1574","2015-02",5
"P1574","2015-04",1
"P1574","2015-06",4
"P1574","2015-07",29
"P1574","2015-09",1
"P1574","2016-01",1
"P1574","2016-05",18
"P1574","2016-07",2
"P1574","2016-09",7
"P1575","2014-10",2
"P1575","2014-11",1
"P1575","2015-01",1
"P1576","2014-10",571
"P1576","2014-11",3
"P1576","2014-12",4
"P1576","2015-01",4
"P1576","2015-02",4
"P1576","2015-03",5
"P1576","2015-04",2
"P1576","2015-05",3
"P1576","2015-06",10
"P1576","2015-07",8
"P1576","2015-08",3
"P1576","2015-09",8
"P1576","2015-10",4
"P1576","2015-11",2
"P1576","2015-12",6
"P1576","2016-01",1
"P1576","2016-03",1
"P1576","2016-04",5
"P1576","2016-05",3
"P1576","2016-06",2
"P1576","2016-07",3
"P1576","2016-08",6
"P1576","2016-09",3
"P1577","2014-10",21
"P1577","2014-11",636
"P1577","2014-12",999
"P1578","2014-10",1
"P1578","2015-05",8
"P1578","2015-11",1
"P1579","2014-10",1
"P1579","2015-03",1
"P1579","2015-05",16
"P1579","2015-06",4
"P1579","2015-08",1
"P1579","2015-09",1
"P1579","2015-10",288
"P1579","2015-11",1
"P1579","2016-01",1
"P1579","2016-03",1
"P1579","2016-05",1
"P1579","2016-08",3
"P1579","2016-09",7
"P158","2013-02",4
"P158","2013-03",62
"P158","2013-04",7
"P158","2013-05",4966
"P158","2013-06",12
"P158","2013-07",9
"P158","2013-08",9
"P158","2013-09",18
"P158","2013-10",22
"P158","2013-11",18
"P158","2013-12",15
"P158","2014-01",2
"P158","2014-02",25
"P158","2014-03",407
"P158","2014-04",20
"P158","2014-05",14
"P158","2014-06",126
"P158","2014-07",95
"P158","2014-08",51
"P158","2014-09",92
"P158","2014-10",27
"P158","2014-11",35
"P158","2014-12",150
"P158","2015-01",57
"P158","2015-02",20
"P158","2015-03",26
"P158","2015-04",19
"P158","2015-05",52
"P158","2015-06",12
"P158","2015-07",21
"P158","2015-08",57
"P158","2015-09",29
"P158","2015-10",27
"P158","2015-11",36
"P158","2015-12",61
"P158","2016-01",38
"P158","2016-02",26
"P158","2016-03",20
"P158","2016-04",9
"P158","2016-05",16
"P158","2016-06",31
"P158","2016-07",31
"P158","2016-08",53
"P158","2016-09",23
"P1580","2014-10",1
"P1580","2015-01",1
"P1580","2015-12",1
"P1580","2016-03",39
"P1580","2016-04",19
"P1580","2016-05",22
"P1580","2016-06",4
"P1580","2016-07",8
"P1580","2016-08",10
"P1580","2016-09",25
"P1581","2014-11",3
"P1581","2014-12",1
"P1581","2015-05",4
"P1581","2015-06",2
"P1581","2015-07",8
"P1581","2015-08",27
"P1581","2015-09",9
"P1581","2015-10",39
"P1581","2015-11",14
"P1581","2015-12",23
"P1581","2016-01",98
"P1581","2016-02",31
"P1581","2016-03",46
"P1581","2016-04",33
"P1581","2016-05",29
"P1581","2016-06",42
"P1581","2016-07",45
"P1581","2016-08",61
"P1581","2016-09",84
"P1581","2016-10",1
"P1582","2014-10",3
"P1582","2014-11",8
"P1582","2014-12",23
"P1582","2015-01",25
"P1582","2015-02",20
"P1582","2015-03",6
"P1582","2015-04",4
"P1582","2015-05",13
"P1582","2015-06",44
"P1582","2015-07",28
"P1582","2015-08",8
"P1582","2015-09",10
"P1582","2015-10",21
"P1582","2015-11",58
"P1582","2015-12",6
"P1582","2016-01",13
"P1582","2016-02",9
"P1582","2016-03",13
"P1582","2016-04",7
"P1582","2016-05",5
"P1582","2016-06",1
"P1582","2016-07",3
"P1582","2016-08",2
"P1582","2016-09",2
"P1582","2016-10",15
"P1583","2014-11",1
"P1584","2014-11",2
"P1584","2015-03",78
"P1584","2015-04",12
"P1584","2015-05",11
"P1584","2015-06",75
"P1584","2015-07",95
"P1584","2015-08",14
"P1584","2015-09",33
"P1584","2015-10",620
"P1584","2015-11",434
"P1584","2015-12",21
"P1584","2016-01",25
"P1584","2016-02",18
"P1584","2016-03",37
"P1584","2016-04",33
"P1584","2016-05",36
"P1584","2016-06",44
"P1584","2016-07",20
"P1584","2016-08",6
"P1584","2016-09",7
"P1584","2016-10",1
"P1585","2014-10",1
"P1585","2014-11",38
"P1585","2015-01",2
"P1585","2015-09",3
"P1585","2015-10",2
"P1585","2016-01",1
"P1585","2016-02",6
"P1585","2016-03",1
"P1585","2016-05",9
"P1585","2016-06",5545
"P1586","2014-11",3
"P1586","2014-12",6
"P1586","2015-02",7
"P1586","2015-08",1
"P1586","2015-10",895
"P1586","2015-11",26
"P1586","2015-12",9
"P1586","2016-01",46
"P1586","2016-02",2
"P1586","2016-03",21
"P1586","2016-04",5
"P1586","2016-05",3
"P1586","2016-06",2
"P1586","2016-07",3
"P1586","2016-08",5
"P1586","2016-09",12
"P1587","2014-10",1
"P1587","2014-11",935
"P1587","2014-12",447
"P1587","2015-01",40
"P1587","2015-02",26
"P1587","2015-03",3
"P1587","2015-06",8
"P1587","2015-07",9
"P1587","2015-08",23
"P1587","2015-09",11
"P1587","2015-10",60
"P1587","2015-11",87
"P1587","2015-12",6
"P1587","2016-01",17
"P1587","2016-02",30
"P1587","2016-04",5
"P1587","2016-05",13
"P1587","2016-06",24
"P1587","2016-07",7
"P1587","2016-08",24
"P1587","2016-09",5
"P1588","2014-10",1
"P1588","2014-11",2
"P1588","2014-12",2
"P1588","2015-01",2
"P1588","2015-04",45671
"P1588","2015-05",7
"P1588","2015-06",4
"P1588","2015-07",8
"P1588","2015-08",3
"P1588","2015-09",6
"P1588","2015-10",361
"P1588","2015-11",217
"P1588","2015-12",98
"P1588","2016-01",214
"P1588","2016-02",68
"P1588","2016-03",33
"P1588","2016-04",529
"P1588","2016-05",172
"P1588","2016-06",90
"P1588","2016-07",64
"P1588","2016-08",10
"P1588","2016-09",5
"P1589","2014-10",1
"P1589","2014-11",1
"P1589","2015-05",2
"P1589","2015-06",2
"P1589","2015-07",1
"P1589","2015-09",5
"P1589","2015-10",2
"P1589","2015-12",202
"P1589","2016-01",5
"P1589","2016-02",2
"P1589","2016-03",4
"P1589","2016-04",2
"P1589","2016-05",3
"P1589","2016-06",2
"P1589","2016-07",1
"P1589","2016-08",15
"P1589","2016-09",2
"P159","2013-02",47
"P159","2013-03",267
"P159","2013-04",116
"P159","2013-05",180
"P159","2013-06",109
"P159","2013-07",78
"P159","2013-08",100
"P159","2013-09",189
"P159","2013-10",216
"P159","2013-11",374
"P159","2013-12",170
"P159","2014-01",4118
"P159","2014-02",124
"P159","2014-03",4148
"P159","2014-04",186
"P159","2014-05",296
"P159","2014-06",279
"P159","2014-07",267
"P159","2014-08",263
"P159","2014-09",267
"P159","2014-10",340
"P159","2014-11",371
"P159","2014-12",375
"P159","2015-01",390
"P159","2015-02",1101
"P159","2015-03",517
"P159","2015-04",563
"P159","2015-05",554
"P159","2015-06",2155
"P159","2015-07",4163
"P159","2015-08",12676
"P159","2015-09",3935
"P159","2015-10",13096
"P159","2015-11",13757
"P159","2015-12",5638
"P159","2016-01",2082
"P159","2016-02",5193
"P159","2016-03",786
"P159","2016-04",2892
"P159","2016-05",1308
"P159","2016-06",1960
"P159","2016-07",4382
"P159","2016-08",1843
"P159","2016-09",4194
"P159","2016-10",348
"P1590","2014-11",2
"P1590","2014-12",3
"P1590","2015-02",2
"P1590","2015-03",3
"P1590","2015-04",4
"P1590","2015-07",8
"P1590","2015-08",3
"P1590","2015-09",3
"P1590","2015-10",4
"P1590","2015-11",1
"P1590","2015-12",1
"P1590","2016-03",1
"P1590","2016-05",2
"P1590","2016-06",3
"P1590","2016-09",1
"P1591","2014-11",1
"P1591","2014-12",3
"P1591","2015-03",1
"P1591","2015-07",1
"P1591","2015-08",1
"P1591","2015-11",1
"P1591","2015-12",1
"P1591","2016-02",1
"P1591","2016-03",3
"P1591","2016-05",4
"P1591","2016-06",1
"P1591","2016-07",1
"P1591","2016-08",1
"P1592","2014-11",1
"P1592","2014-12",3
"P1592","2015-07",3
"P1592","2016-03",1
"P1592","2016-08",2
"P1593","2014-11",1
"P1593","2014-12",1
"P1593","2015-07",1
"P1593","2016-03",9
"P1594","2014-11",1
"P1594","2015-09",9
"P1594","2016-03",1
"P1594","2016-07",10
"P1595","2014-11",2
"P1595","2014-12",3
"P1595","2015-02",1
"P1595","2015-07",1
"P1595","2015-10",2
"P1595","2015-11",1
"P1595","2016-02",1
"P1595","2016-03",4
"P1595","2016-04",7
"P1595","2016-05",1
"P1595","2016-06",5
"P1595","2016-07",1
"P1596","2014-11",1
"P1596","2014-12",2
"P1596","2015-05",240
"P1596","2015-07",7
"P1596","2015-08",1
"P1596","2015-09",5
"P1596","2015-10",4
"P1596","2015-11",1
"P1596","2015-12",2
"P1596","2016-02",11
"P1596","2016-03",71
"P1596","2016-04",8
"P1596","2016-05",5
"P1596","2016-06",4
"P1596","2016-08",9
"P1596","2016-09",3
"P1596","2016-10",1
"P1597","2014-11",939
"P1597","2014-12",465
"P1597","2015-01",40
"P1597","2015-02",25
"P1597","2015-03",2
"P1597","2015-05",1
"P1598","2014-11",4
"P1598","2014-12",6
"P1598","2015-01",5
"P1598","2015-03",59
"P1598","2015-04",11
"P1598","2015-05",15
"P1598","2015-06",4
"P1598","2015-08",5
"P1598","2015-09",7
"P1598","2015-10",10
"P1598","2015-11",1
"P1598","2016-02",40
"P1598","2016-03",12
"P1598","2016-04",8
"P1598","2016-05",4
"P1598","2016-07",5
"P1598","2016-08",2
"P1598","2016-09",61
"P1599","2014-11",4057
"P1599","2014-12",264
"P1599","2015-01",33
"P1599","2015-02",54
"P1599","2015-03",867
"P1599","2015-04",613
"P1599","2015-05",50
