"stat_property","month_edit","no_item","no_user"
"P1117","2016-04",21,1
"P1117","2016-05",43,1
"P1117","2016-06",3,1
"P1117","2016-07",1,1
"P1117","2016-08",3,1
"P1118","2014-02",50,2
"P1118","2014-03",2,2
"P1118","2014-04",2,2
"P1118","2014-05",2,1
"P1118","2014-06",7,1
"P1118","2014-07",3,2
"P1118","2014-09",11,7
"P1118","2014-10",13,3
"P1118","2014-11",12,2
"P1118","2014-12",13,3
"P1118","2015-01",95,2
"P1118","2015-02",65,3
"P1118","2015-03",29,4
"P1118","2015-04",47,4
"P1118","2015-05",50,6
"P1118","2015-06",28,6
"P1118","2015-07",3,3
"P1118","2015-08",1,1
"P1118","2015-09",3,2
"P1119","2014-02",53,1
"P1119","2014-03",2,2
"P1119","2014-04",1,1
"P1119","2014-05",2,1
"P1119","2014-06",7,1
"P1119","2014-07",4,3
"P1119","2014-08",1,1
"P1119","2014-09",5,5
"P1119","2014-10",10,2
"P1119","2014-11",13,2
"P1119","2014-12",11,2
"P1119","2015-01",95,2
"P1119","2015-02",65,3
"P1119","2015-03",28,3
"P1119","2015-04",49,3
"P1119","2015-05",51,5
"P1119","2015-06",28,4
"P1119","2015-07",1,1
"P1119","2015-08",2,2
"P1119","2015-09",2,1
"P112","2013-02",62,21
"P112","2013-03",141,51
"P112","2013-04",76,44
"P112","2013-05",1956,34
"P112","2013-06",96,41
"P112","2013-07",58,36
"P112","2013-08",84,36
"P112","2013-09",72,31
"P112","2013-10",99,44
"P112","2013-11",138,40
"P112","2013-12",75,42
"P112","2014-01",77,33
"P112","2014-02",107,38
"P112","2014-03",718,36
"P112","2014-04",207,46
"P112","2014-05",62,36
"P112","2014-06",122,41
"P112","2014-07",126,44
"P112","2014-08",135,58
"P112","2014-09",119,46
"P112","2014-10",130,50
"P112","2014-11",108,54
"P112","2014-12",99,51
"P112","2015-01",97,55
"P112","2015-02",300,57
"P112","2015-03",101,51
"P112","2015-04",197,75
"P112","2015-05",132,77
"P112","2015-06",167,88
"P112","2015-07",164,72
"P112","2015-08",373,86
"P112","2015-09",250,92
"P112","2015-10",1402,106
"P112","2015-11",242,89
"P112","2015-12",233,91
"P112","2016-01",1120,102
"P112","2016-02",260,119
"P112","2016-03",306,106
"P112","2016-04",344,99
"P112","2016-05",316,118
"P112","2016-06",471,108
"P112","2016-07",497,124
"P112","2016-08",423,117
"P112","2016-09",285,131
"P112","2016-10",2,2
"P1120","2014-02",40,6
"P1120","2014-03",20,2
"P1120","2014-04",19,9
"P1120","2014-05",9,6
"P1120","2014-06",7,2
"P1120","2014-07",36,9
"P1120","2014-08",15,9
"P1120","2014-09",44,9
"P1120","2014-10",17,10
"P1120","2014-11",13,5
"P1120","2014-12",12,7
"P1120","2015-01",20,18
"P1120","2015-02",46,18
"P1120","2015-03",26,16
"P1120","2015-04",39,20
"P1120","2015-05",62,17
"P1120","2015-06",46,20
"P1120","2015-07",27,11
"P1120","2015-08",34,23
"P1120","2015-09",24,17
"P1120","2015-10",121,27
"P1120","2015-11",35,32
"P1120","2015-12",8,7
"P1120","2016-01",34,17
"P1120","2016-02",45,14
"P1120","2016-03",68,39
"P1120","2016-04",54,33
"P1120","2016-05",48,29
"P1120","2016-06",45,25
"P1120","2016-07",38,34
"P1120","2016-08",38,24
"P1120","2016-09",188,25
"P1121","2014-02",32,2
"P1121","2014-03",3,1
"P1121","2015-02",1,2
"P1121","2015-04",1,2
"P1121","2015-08",2,4
"P1121","2015-12",2,3
"P1121","2016-01",1,1
"P1121","2016-05",1,1
"P1121","2016-08",2,3
"P1122","2014-02",2,3
"P1122","2014-04",17,1
"P1122","2014-05",5,3
"P1122","2014-06",4,1
"P1122","2014-07",2,1
"P1122","2014-11",4,1
"P1122","2015-07",1,1
"P1122","2016-06",3087,2
"P1122","2016-09",8,2
"P1123","2014-02",1,1
"P1123","2014-04",2,1
"P1123","2014-05",1,1
"P1123","2016-06",3086,2
"P1123","2016-09",7,1
"P1124","2014-02",2,2
"P1124","2015-10",1,1
"P1124","2016-07",2,1
"P1124","2016-09",1,1
"P1125","2014-02",3,3
"P1125","2014-03",3,1
"P1125","2014-04",8,2
"P1125","2014-05",1,1
"P1125","2014-06",1,1
"P1125","2014-07",1,1
"P1125","2014-09",1,1
"P1125","2014-10",2,2
"P1125","2015-01",1,1
"P1125","2015-11",1,1
"P1125","2015-12",1,1
"P1125","2016-01",1,1
"P1125","2016-02",2,2
"P1126","2015-05",25,1
"P1126","2016-08",1,1
"P1127","2015-05",20,2
"P1127","2016-08",1,1
"P1128","2014-02",29,9
"P1128","2014-03",22,5
"P1128","2014-04",20,4
"P1128","2014-05",18,10
"P1128","2014-06",12,4
"P1128","2014-07",19,10
"P1128","2014-08",13,7
"P1128","2014-09",19,14
"P1128","2014-10",12,8
"P1128","2014-11",22,13
"P1128","2014-12",54,4
"P1128","2015-01",27,17
"P1128","2015-02",28,12
"P1128","2015-03",8,7
"P1128","2015-04",25,14
"P1128","2015-05",32,14
"P1128","2015-06",13,8
"P1128","2015-07",20,16
"P1128","2015-08",1883,17
"P1128","2015-09",30,22
"P1128","2015-10",231,22
"P1128","2015-11",37,24
"P1128","2015-12",29,12
"P1128","2016-01",43,20
"P1128","2016-02",27,17
"P1128","2016-03",52,18
"P1128","2016-04",34,17
"P1128","2016-05",45,24
"P1128","2016-06",61,28
"P1128","2016-07",49,27
"P1128","2016-08",33,22
"P1128","2016-09",161,23
"P1128","2016-10",154,1
"P1129","2014-02",1,1
"P1129","2014-10",1,1
"P1129","2014-11",3,1
"P1129","2015-10",1,1
"P1129","2015-11",1,1
"P1129","2016-03",3,1
"P1129","2016-04",1,1
"P113","2013-02",33,7
"P113","2013-03",113,9
"P113","2013-04",24,8
"P113","2013-05",11,4
"P113","2013-06",9,2
"P113","2013-07",2,1
"P113","2013-08",2,2
"P113","2013-09",4,3
"P113","2013-10",1,1
"P113","2013-11",2,2
"P113","2013-12",2,2
"P113","2014-01",7,1
"P113","2014-02",4,1
"P113","2014-03",1,1
"P113","2014-05",1590,3
"P113","2014-06",4,3
"P113","2014-07",5,4
"P113","2014-08",3,3
"P113","2014-09",1,1
"P113","2014-10",6,5
"P113","2014-11",4,3
"P113","2014-12",5,5
"P113","2015-01",4,2
"P113","2015-02",4,1
"P113","2015-03",1,1
"P113","2015-04",3,3
"P113","2015-05",3,2
"P113","2015-07",2,2
"P113","2015-08",3,3
"P113","2015-09",4,4
"P113","2015-10",7,4
"P113","2015-11",3,3
"P113","2015-12",3,3
"P113","2016-01",2,2
"P113","2016-02",1,1
"P113","2016-03",9,6
"P113","2016-04",1,1
"P113","2016-05",6,4
"P113","2016-06",2,2
"P113","2016-07",1,1
"P113","2016-08",3,2
"P113","2016-09",3,2
"P1130","2014-02",2,2
"P1130","2015-05",2,3
"P1131","2014-02",1,1
"P1131","2014-12",1,1
"P1131","2015-05",2,3
"P1132","2014-02",32,3
"P1132","2014-03",17,1
"P1132","2014-04",4,2
"P1132","2014-05",2,2
"P1132","2014-06",7,3
"P1132","2014-07",25,6
"P1132","2014-08",8,7
"P1132","2014-09",16,5
"P1132","2014-10",4,4
"P1132","2014-11",1,1
"P1132","2014-12",9,5
"P1132","2015-01",3,2
"P1132","2015-02",30,3
"P1132","2015-03",27,3
"P1132","2015-04",26,8
"P1132","2015-05",51,7
"P1132","2015-06",52,7
"P1132","2015-07",113,10
"P1132","2015-08",88,10
"P1132","2015-09",74,17
"P1132","2015-10",279,17
"P1132","2015-11",28,7
"P1132","2015-12",68,8
"P1132","2016-01",91,8
"P1132","2016-02",121,16
"P1132","2016-03",66,21
"P1132","2016-04",75,21
"P1132","2016-05",45,17
"P1132","2016-06",74,20
"P1132","2016-07",3181,21
"P1132","2016-08",78,19
"P1132","2016-09",123,17
"P1132","2016-10",2,2
"P1133","2014-02",5,2
"P1133","2014-03",298,3
"P1133","2014-04",3,1
"P1133","2014-05",7,1
"P1133","2014-07",1,1
"P1133","2014-09",3,2
"P1133","2014-12",1,1
"P1133","2015-01",8,1
"P1133","2015-02",10,1
"P1133","2015-03",11,1
"P1133","2015-05",3,2
"P1133","2015-06",2,2
"P1133","2015-09",1,1
"P1133","2016-03",1,1
"P1133","2016-05",1,1
"P1133","2016-07",1,1
"P1133","2016-09",8,1
"P1134","2014-02",2279,13
"P1134","2014-03",1541,19
"P1134","2014-04",489,31
"P1134","2014-05",764,26
"P1134","2014-06",246,23
"P1134","2014-07",356,34
"P1134","2014-08",1036,35
"P1134","2014-09",498,27
"P1134","2014-10",347,35
"P1134","2014-11",191,45
"P1134","2014-12",143,37
"P1134","2015-01",517,31
"P1134","2015-02",10,10
"P1134","2015-03",25,5
"P1134","2015-04",7,3
"P1135","2014-03",1,1
"P1135","2014-10",1,1
"P1136","2014-02",2,1
"P1136","2014-03",1,1
"P1137","2014-02",2,1
"P1137","2014-06",1,1
"P1137","2014-08",1,1
"P1137","2015-01",1,1
"P1137","2016-01",1,1
"P1137","2016-04",2,1
"P1137","2016-05",6,2
"P1137","2016-08",1,1
"P1137","2016-09",1,1
"P1138","2014-02",1,1
"P1138","2014-03",1467,2
"P1138","2014-05",80,5
"P1138","2014-06",16,5
"P1138","2014-07",13,5
"P1138","2014-08",10,5
"P1138","2014-09",2,2
"P1138","2014-10",1,1
"P1138","2014-11",3,2
"P1138","2014-12",1,1
"P1138","2015-03",47,4
"P1138","2015-05",2,1
"P1138","2015-06",3,3
"P1138","2015-07",2,1
"P1138","2015-08",348,11
"P1138","2015-09",40,14
"P1138","2015-10",102,26
"P1138","2015-11",36,18
"P1138","2015-12",20,15
"P1138","2016-01",313,10
"P1138","2016-02",23,10
"P1138","2016-03",7,5
"P1138","2016-04",47,5
"P1138","2016-05",4,4
"P1138","2016-06",12,6
"P1138","2016-07",4,3
"P1138","2016-08",9,6
"P1138","2016-09",11,5
"P1139","2014-02",8,4
"P1139","2014-03",2,1
"P1139","2014-06",2,2
"P1139","2014-07",1,1
"P1139","2014-11",3,1
"P1139","2014-12",1,1
"P1139","2015-01",4,3
"P1139","2015-02",1,1
"P1139","2015-03",1,2
"P1139","2015-04",1,1
"P1139","2015-06",14,3
"P1139","2015-07",2,2
"P1139","2015-09",2,1
"P1139","2015-10",5,2
"P1139","2015-12",3,1
"P1139","2016-01",2,2
"P1139","2016-02",1,1
"P1139","2016-03",2,3
"P1139","2016-04",1,1
"P1139","2016-05",2,1
"P1139","2016-06",1,1
"P114","2013-02",16,10
"P114","2013-03",54,6
"P114","2013-04",3,2
"P114","2013-05",4,2
"P114","2013-06",1,1
"P114","2013-09",1,1
"P114","2014-03",1,1
"P114","2014-05",165,1
"P114","2015-06",1,1
"P114","2015-09",4,1
"P114","2015-10",1,1
"P114","2016-04",5,1
"P1140","2014-02",58,2
"P1140","2014-06",212,1
"P1140","2014-07",4555,2
"P1140","2014-09",1,1
"P1140","2015-07",1,1
"P1140","2015-09",1,1
"P1140","2016-01",3,2
"P1140","2016-02",2,1
"P1140","2016-03",15,1
"P1141","2014-02",1,1
"P1141","2014-03",1,1
"P1141","2014-04",1,2
"P1141","2014-10",2,1
"P1141","2015-04",1,2
"P1141","2015-05",1,1
"P1141","2015-10",2,1
"P1141","2015-11",1,2
"P1142","2014-02",26,5
"P1142","2014-03",6259,5
"P1142","2014-04",26,13
"P1142","2014-05",19,12
"P1142","2014-06",16,10
"P1142","2014-07",12,9
"P1142","2014-08",33,8
"P1142","2014-09",8,4
"P1142","2014-10",22,12
"P1142","2014-11",11,10
"P1142","2014-12",15,13
"P1142","2015-01",26,14
"P1142","2015-02",16,13
"P1142","2015-03",10,14
"P1142","2015-04",16,15
"P1142","2015-05",19,22
"P1142","2015-06",18,14
"P1142","2015-07",16,16
"P1142","2015-08",22,21
"P1142","2015-09",57,27
"P1142","2015-10",33,27
"P1142","2015-11",20,17
"P1142","2015-12",72,23
"P1142","2016-01",35,25
"P1142","2016-02",18,17
"P1142","2016-03",34,23
"P1142","2016-04",31,18
"P1142","2016-05",48,33
"P1142","2016-06",111,23
"P1142","2016-07",150,38
"P1142","2016-08",20,19
"P1142","2016-09",70,16
"P1142","2016-10",1,1
"P1143","2014-02",1,1
"P1143","2014-03",1,1
"P1143","2014-08",3,3
"P1143","2015-08",1,1
"P1143","2016-05",1,1
"P1143","2016-06",1,1
"P1143","2016-07",35,1
"P1143","2016-08",30,1
"P1143","2016-09",26,1
"P1144","2014-02",1814,20
"P1144","2014-03",17,10
"P1144","2014-04",8,7
"P1144","2014-05",6,6
"P1144","2014-06",7,6
"P1144","2014-07",15,8
"P1144","2014-08",6,6
"P1144","2014-09",4,4
"P1144","2014-10",12,11
"P1144","2014-11",18,8
"P1144","2014-12",9,6
"P1144","2015-01",7,5
"P1144","2015-02",10,4
"P1144","2015-03",28,13
"P1144","2015-04",38,11
"P1144","2015-05",117,14
"P1144","2015-06",45,15
"P1144","2015-07",11,9
"P1144","2015-08",12,9
"P1144","2015-09",24,8
"P1144","2015-10",14,9
"P1144","2015-11",45,16
"P1144","2015-12",11,9
"P1144","2016-01",16,14
"P1144","2016-02",12,8
"P1144","2016-03",20,13
"P1144","2016-04",22,15
"P1144","2016-05",9,9
"P1144","2016-06",15,11
"P1144","2016-07",19,15
"P1144","2016-08",14,10
"P1144","2016-09",11,8
"P1145","2014-02",3,1
"P1145","2014-03",1,1
"P1145","2014-04",21,1
"P1145","2015-02",1,1
"P1145","2015-08",1,1
"P1145","2015-12",1,1
"P1146","2014-02",1020,5
"P1146","2014-04",24,4
"P1146","2014-05",5460,9
"P1146","2014-06",17,14
"P1146","2014-07",29,9
"P1146","2014-08",17,11
"P1146","2014-09",11,6
"P1146","2014-10",5,3
"P1146","2014-11",3,3
"P1146","2015-01",5,3
"P1146","2015-02",9,3
"P1146","2015-03",4,2
"P1146","2015-04",2,3
"P1146","2015-05",4,5
"P1146","2015-06",6,4
"P1146","2015-07",29,9
"P1146","2015-08",1134,16
"P1146","2015-09",45,8
"P1146","2015-10",63,10
"P1146","2015-11",3958,10
"P1146","2015-12",2914,7
"P1146","2016-01",75,14
"P1146","2016-02",70,9
"P1146","2016-03",164,7
"P1146","2016-04",94,10
"P1146","2016-05",262,8
"P1146","2016-06",49,10
"P1146","2016-07",382,20
"P1146","2016-08",435,25
"P1146","2016-09",64,14
"P1146","2016-10",2,1
"P1148","2014-02",65,2
"P1148","2014-03",9,2
"P1148","2014-05",1,1
"P1148","2014-07",8,3
"P1148","2014-08",1,1
"P1148","2014-10",2,2
"P1148","2015-01",4584,2
"P1148","2015-06",1,1
"P1148","2015-07",2,1
"P1148","2015-09",5,3
"P1148","2015-10",6,1
"P1148","2016-03",1,1
"P1148","2016-06",1,1
"P1148","2016-08",1,1
"P1148","2016-09",7,1
"P1149","2014-02",17,5
"P1149","2014-03",3,3
"P1149","2014-04",1,1
"P1149","2014-07",2,2
"P1149","2014-08",1,1
"P1149","2014-09",5,2
"P1149","2014-10",3,3
"P1149","2014-11",2,1
"P1149","2014-12",2,2
"P1149","2015-01",4,4
"P1149","2015-02",4,4
"P1149","2015-03",3,3
"P1149","2015-05",7,4
"P1149","2015-06",5,5
"P1149","2015-07",7,7
"P1149","2015-08",333,10
"P1149","2015-09",8,6
"P1149","2015-10",23,11
"P1149","2015-11",36,7
"P1149","2015-12",10,4
"P1149","2016-01",11,10
"P1149","2016-02",46,11
"P1149","2016-03",10,10
"P1149","2016-04",24,14
"P1149","2016-05",12,11
"P1149","2016-06",12,12
"P1149","2016-07",6,6
"P1149","2016-08",19,8
"P1149","2016-09",3,3
"P115","2013-02",54,12
"P115","2013-03",157,27
"P115","2013-04",4407,8
"P115","2013-05",429,5
"P115","2013-06",25,9
"P115","2013-07",22,10
"P115","2013-08",28,11
"P115","2013-09",5,6
"P115","2013-10",9,5
"P115","2013-11",17,4
"P115","2013-12",8,5
"P115","2014-01",4,4
"P115","2014-02",40,3
"P115","2014-03",6,3
"P115","2014-04",37,11
"P115","2014-05",21,10
"P115","2014-06",18,12
"P115","2014-07",28,8
"P115","2014-08",21,9
"P115","2014-09",6,4
"P115","2014-10",40,10
"P115","2014-11",6,5
"P115","2014-12",8,5
"P115","2015-01",23,15
"P115","2015-02",11,14
"P115","2015-03",10,13
"P115","2015-04",38,11
"P115","2015-05",45,27
"P115","2015-06",42,16
"P115","2015-07",27,15
"P115","2015-08",23,12
"P115","2015-09",25,20
"P115","2015-10",309,16
"P115","2015-11",24,14
"P115","2015-12",29,8
"P115","2016-01",36,17
"P115","2016-02",20,15
"P115","2016-03",27,12
"P115","2016-04",31,17
"P115","2016-05",21,9
"P115","2016-06",25,16
"P115","2016-07",110,10
"P115","2016-08",76,19
"P115","2016-09",89,24
"P115","2016-10",47,2
"P1150","2014-02",31,1
"P1150","2014-03",6,2
"P1150","2014-04",7,1
"P1150","2014-07",7,2
"P1150","2014-08",3,2
"P1150","2014-12",1,1
"P1150","2015-02",2,1
"P1150","2015-03",3,1
"P1150","2015-04",3,1
"P1150","2015-05",2,1
"P1150","2015-06",2,2
"P1150","2015-08",1,1
"P1150","2015-11",1,2
"P1150","2016-03",1,1
"P1150","2016-09",1,1
"P1151","2014-02",553,5
"P1151","2014-03",60,8
"P1151","2014-04",8,8
"P1151","2014-05",37,6
"P1151","2014-06",14,3
"P1151","2014-07",66,4
"P1151","2014-08",32,5
"P1151","2014-09",65,5
"P1151","2014-10",9,4
"P1151","2014-11",4,3
"P1151","2014-12",3,3
"P1151","2015-01",50,7
"P1151","2015-02",38,10
"P1151","2015-03",19,12
"P1151","2015-04",8,12
"P1151","2015-05",2,3
"P1151","2015-06",11,6
"P1151","2015-07",99,15
"P1151","2015-08",11,8
"P1151","2015-09",15,11
"P1151","2015-10",15,7
"P1151","2015-11",16,14
"P1151","2015-12",10,13
"P1151","2016-01",9,9
"P1151","2016-02",18,12
"P1151","2016-03",13,12
"P1151","2016-04",3,5
"P1151","2016-05",2,2
"P1151","2016-06",16,9
"P1151","2016-07",8,6
"P1151","2016-08",5,6
"P1151","2016-09",8,10
"P1153","2014-02",1,1
"P1153","2014-03",3,2
"P1153","2014-04",5,2
"P1153","2014-05",11,3
"P1153","2014-06",22,5
"P1153","2014-08",1,1
"P1153","2014-09",5,2
"P1153","2014-10",4,2
"P1153","2014-11",4,2
"P1153","2014-12",1,1
"P1153","2015-01",2,2
"P1153","2015-02",4,3
"P1153","2015-03",7,1
"P1153","2015-04",1,1
"P1153","2015-05",16,3
"P1153","2015-06",40,2
"P1153","2015-07",15,2
"P1153","2015-08",25,5
"P1153","2015-09",7,3
"P1153","2015-10",18,7
"P1153","2015-11",17,4
"P1153","2015-12",13,7
"P1153","2016-01",11,7
"P1153","2016-02",7,6
"P1153","2016-03",9,1
"P1153","2016-04",25,5
"P1153","2016-05",22,9
"P1153","2016-06",10,7
"P1153","2016-07",86,11
"P1153","2016-08",48,7
"P1153","2016-09",18,8
"P1153","2016-10",1,1
"P1154","2014-03",1,1
"P1155","2015-02",1,1
"P1155","2015-08",1,1
"P1155","2016-01",1,1
"P1155","2016-07",1,1
"P1156","2014-02",12635,1
"P1156","2014-03",1,1
"P1156","2014-04",24,1
"P1156","2014-05",5,5
"P1156","2014-06",26,18
"P1156","2014-07",13,7
"P1156","2014-08",4,3
"P1156","2014-09",3,1
"P1156","2014-10",4,3
"P1156","2014-11",3,2
"P1156","2014-12",1,1
"P1156","2015-01",3,2
"P1156","2015-02",5,3
"P1156","2015-03",1,1
"P1156","2015-04",2,2
"P1156","2015-05",5,5
"P1156","2015-06",4,2
"P1156","2015-07",2,2
"P1156","2015-08",4,4
"P1156","2015-09",2,2
"P1156","2015-10",12,10
"P1156","2015-11",7,6
"P1156","2015-12",14,8
"P1156","2016-01",8,6
"P1156","2016-02",9,6
"P1156","2016-03",7,5
"P1156","2016-04",3,3
"P1156","2016-05",2,2
"P1156","2016-06",1,1
"P1156","2016-07",4,4
"P1156","2016-08",11,4
"P1156","2016-09",5,4
"P1157","2014-02",1,1
"P1157","2014-12",1,1
"P1157","2015-06",23,1
"P1157","2015-07",4585,2
"P1157","2015-08",8032,7
"P1157","2015-10",2,2
"P1157","2016-01",1,1
"P1157","2016-02",2,2
"P1157","2016-03",2,2
"P1157","2016-05",3,3
"P1157","2016-07",1,1
"P1157","2016-09",1,1
"P1158","2014-02",1,1
"P1158","2014-03",7,1
"P1158","2014-05",2,1
"P1158","2014-08",1,1
"P1158","2014-09",1,1
"P1158","2014-12",1,1
"P1158","2015-02",1,1
"P1158","2015-05",125,1
"P1158","2015-06",1,1
"P1158","2015-09",1,1
"P1158","2015-12",1,1
"P1158","2016-04",132,1
"P1158","2016-05",2,1
"P1158","2016-06",139,1
"P1158","2016-07",30,1
"P1159","2014-02",1158,1
"P1159","2014-03",9,1
"P1159","2014-04",1,1
"P1159","2014-06",3,3
"P1159","2014-07",2,2
"P1159","2014-10",21,2
"P1159","2015-02",1,1
"P1159","2015-03",1,1
"P1159","2015-05",4,1
"P1159","2015-06",1,1
"P1159","2015-09",1,1
"P1159","2015-10",4,3
"P1159","2016-04",8,4
"P1159","2016-09",6,2
"P116","2013-02",3,3
"P116","2013-03",4,3
"P116","2013-04",3,2
"P116","2013-05",1,1
"P1160","2014-02",2,1
"P1160","2014-04",1,1
"P1160","2015-05",3581,1
"P1160","2015-06",2,2
"P1160","2015-07",4,4
"P1160","2015-08",2,2
"P1160","2015-09",3,1
"P1160","2015-10",12,8
"P1160","2015-11",2,2
"P1160","2015-12",13,9
"P1160","2016-01",9,4
"P1160","2016-02",1,1
"P1160","2016-03",2,2
"P1160","2016-04",12,7
"P1160","2016-05",4,2
"P1160","2016-06",2,1
"P1160","2016-07",9,2
"P1160","2016-08",8,3
"P1160","2016-09",8,7
"P1161","2014-02",1,1
"P1161","2016-04",8,1
"P1161","2016-05",1,1
"P1162","2014-02",1,1
"P1162","2014-09",1,2
"P1162","2016-02",10,1
"P1162","2016-03",1,1
"P1163","2014-02",10,1
"P1163","2014-03",5,1
"P1163","2014-04",10,1
"P1163","2014-05",1,1
"P1163","2014-07",3,1
"P1163","2014-08",5,1
"P1163","2014-09",51,1
"P1163","2014-10",47,3
"P1163","2014-11",2,2
"P1163","2014-12",3,2
"P1163","2015-01",1,1
"P1163","2015-02",1,1
"P1163","2015-03",1,2
"P1163","2015-04",3,2
"P1163","2015-05",9,3
"P1163","2015-07",1,1
"P1163","2015-09",1,1
"P1163","2015-10",4,1
"P1163","2015-11",1,1
"P1163","2015-12",4,2
"P1163","2016-01",3,2
"P1163","2016-03",1,1
"P1163","2016-04",2,3
"P1163","2016-06",58,1
"P1163","2016-07",52,2
"P1163","2016-08",81,3
"P1163","2016-09",10,3
"P1164","2014-03",5,1
"P1164","2014-11",1,1
"P1164","2015-09",4,1
"P1164","2016-06",1,1
"P1165","2014-02",10,2
"P1165","2014-03",1,1
"P1165","2014-05",5,2
"P1165","2014-06",5,2
"P1165","2014-07",1,1
"P1165","2014-09",1,1
"P1165","2014-11",1,1
"P1165","2015-03",1,1
"P1165","2015-04",3,1
"P1165","2015-07",3,2
"P1165","2015-10",3,3
"P1165","2015-12",1,2
"P1165","2016-05",5,2
"P1167","2015-05",4,1
"P1167","2016-02",7,1
"P1167","2016-07",5,1
"P1168","2014-02",98,1
"P1168","2014-03",1,1
"P1168","2016-08",1,1
"P1169","2014-03",1,1
"P117","2013-02",2,2
"P117","2013-03",3,2
"P117","2013-04",286,4
"P117","2013-05",10,7
"P117","2013-06",5,4
"P117","2013-07",7,4
"P117","2013-09",1,1
"P117","2013-11",1,1
"P117","2013-12",3,4
"P117","2014-01",18,5
"P117","2014-02",4161,7
"P117","2014-03",18,5
"P117","2014-04",22,5
"P117","2014-05",99,4
"P117","2014-06",49,8
"P117","2014-07",14,6
"P117","2014-08",3,3
"P117","2014-09",11,5
"P117","2014-10",11,5
"P117","2014-11",9,6
"P117","2014-12",13,4
"P117","2015-01",7,1
"P117","2015-02",1,1
"P117","2015-03",11,5
"P117","2015-04",6,2
"P117","2015-05",5,3
"P117","2015-06",8,4
"P117","2015-07",8,4
"P117","2015-08",10,6
"P117","2015-09",24,8
"P117","2015-10",674,10
"P117","2015-11",47,10
"P117","2015-12",13,8
"P117","2016-01",17,7
"P117","2016-02",82,6
"P117","2016-03",229,12
"P117","2016-04",12,5
"P117","2016-05",7,5
"P117","2016-06",7,6
"P117","2016-07",6,3
"P117","2016-08",12,7
"P117","2016-09",13,7
"P1170","2014-02",1,1
"P1171","2014-02",1,1
"P1172","2014-02",4,2
"P1172","2014-03",1,1
"P1172","2016-03",61,1
"P1174","2014-02",1,2
"P1174","2014-03",14,5
"P1174","2014-04",991,6
"P1174","2014-05",2,2
"P1174","2014-06",3,2
"P1174","2014-07",5,5
"P1174","2014-08",5,3
"P1174","2014-09",2,2
"P1174","2014-10",6,4
"P1174","2014-11",5,4
"P1174","2014-12",4,3
"P1174","2015-01",4,2
"P1174","2015-02",3,2
"P1174","2015-03",1,1
"P1174","2015-04",3,2
"P1174","2015-05",15,6
"P1174","2015-06",2,2
"P1174","2015-07",11,3
"P1174","2015-08",66,3
"P1174","2015-09",5,3
"P1174","2015-10",50,5
"P1174","2015-11",9,5
"P1174","2015-12",4,4
"P1174","2016-01",4,3
"P1174","2016-02",19,8
"P1174","2016-03",6,6
"P1174","2016-04",19,8
"P1174","2016-05",2,3
"P1174","2016-06",20,7
"P1174","2016-07",37,7
"P1174","2016-08",7,4
"P1174","2016-09",91,5
"P118","2013-02",69,14
"P118","2013-03",173,27
"P118","2013-04",9174,13
"P118","2013-05",1478,14
"P118","2013-06",20,11
"P118","2013-07",45,13
"P118","2013-08",31,13
"P118","2013-09",8,10
"P118","2013-10",14,6
"P118","2013-11",25,4
"P118","2013-12",13,8
"P118","2014-01",11,9
"P118","2014-02",79,4
"P118","2014-03",16,6
"P118","2014-04",39,13
"P118","2014-05",38,24
"P118","2014-06",87,21
"P118","2014-07",106,22
"P118","2014-08",23,12
"P118","2014-09",15,11
"P118","2014-10",34,11
"P118","2014-11",15,9
"P118","2014-12",35,25
"P118","2015-01",29,25
"P118","2015-02",26,19
"P118","2015-03",36,14
"P118","2015-04",33,19
"P118","2015-05",87,34
"P118","2015-06",61,22
"P118","2015-07",48,32
"P118","2015-08",57,24
"P118","2015-09",19,16
"P118","2015-10",199,17
"P118","2015-11",16,19
"P118","2015-12",32,17
"P118","2016-01",51,25
"P118","2016-02",28,24
"P118","2016-03",103,26
"P118","2016-04",42,24
"P118","2016-05",97,23
"P118","2016-06",30,25
"P118","2016-07",61,15
"P118","2016-08",40,22
"P118","2016-09",134,27
"P118","2016-10",1,1
"P1181","2014-02",3,1
"P1181","2014-03",17,6
"P1181","2014-06",1,1
"P1181","2014-07",1,1
"P1181","2014-09",5,2
"P1181","2014-10",1,1
"P1181","2014-11",1,1
"P1181","2014-12",1,1
"P1181","2015-01",1,1
"P1181","2015-02",10015,3
"P1181","2015-06",2,3
"P1181","2015-07",1,1
"P1181","2015-08",22,13
"P1181","2015-09",33,8
"P1181","2015-10",27,11
"P1181","2015-11",54,5
"P1181","2015-12",8,7
"P1181","2016-01",8,5
"P1181","2016-02",82,6
"P1181","2016-03",4,3
"P1181","2016-04",5,1
"P1181","2016-05",12,3
"P1181","2016-06",7,5
"P1181","2016-07",6,6
"P1181","2016-08",5,2
"P1181","2016-09",5,3
"P1182","2014-02",2,2
"P1182","2014-03",1,1
"P1182","2014-10",2,2
"P1182","2015-03",1,1
"P1182","2015-04",2,1
"P1182","2015-05",2,1
"P1182","2015-08",3,1
"P1182","2015-09",1,1
"P1182","2015-11",4,1
"P1182","2015-12",2,2
"P1182","2016-01",19,1
"P1182","2016-02",1,1
"P1182","2016-03",1,1
"P1182","2016-06",2,2
"P1182","2016-07",1,1
"P1182","2016-08",3,2
"P1182","2016-09",3,2
