"stat_property","month_edit","no_item","no_user"
"P1044","2014-12",1,1
"P1044","2015-01",1,1
"P1044","2015-02",8,3
"P1044","2015-03",9,2
"P1044","2015-04",6,3
"P1044","2015-06",6,3
"P1044","2015-08",1,1
"P1044","2015-09",1,1
"P1044","2015-11",2,1
"P1044","2016-01",31,4
"P1044","2016-02",6,4
"P1044","2016-03",3,3
"P1044","2016-04",5,3
"P1044","2016-06",1,1
"P1044","2016-09",2,1
"P1045","2013-12",8,1
"P1045","2014-01",3,1
"P1045","2014-02",1,1
"P1045","2014-03",111,2
"P1045","2014-04",2,2
"P1045","2014-05",8318,7
"P1045","2014-06",22,8
"P1045","2014-07",14,9
"P1045","2014-08",4,2
"P1045","2014-09",19,4
"P1045","2014-10",9,4
"P1045","2014-11",10,4
"P1045","2014-12",15,7
"P1045","2015-01",10,1
"P1045","2015-02",8,4
"P1045","2015-03",5,1
"P1045","2015-04",1220,8
"P1045","2015-05",1871,12
"P1045","2015-06",1016,6
"P1045","2015-07",624,6
"P1045","2015-08",455,5
"P1045","2015-09",667,6
"P1045","2015-10",13,5
"P1045","2015-11",282,7
"P1045","2015-12",5,3
"P1045","2016-01",36,4
"P1045","2016-02",24,3
"P1045","2016-03",64,8
"P1045","2016-04",185,7
"P1045","2016-05",125,6
"P1045","2016-06",50,3
"P1045","2016-07",35,3
"P1045","2016-08",56,3
"P1045","2016-09",42,4
"P1046","2013-12",14,2
"P1046","2014-02",1,1
"P1046","2014-03",5,3
"P1046","2014-05",1,1
"P1046","2014-06",1,1
"P1046","2014-08",2,1
"P1046","2014-10",1,1
"P1046","2015-05",6,1
"P1046","2015-07",3,2
"P1046","2015-08",1,1
"P1046","2015-11",1,1
"P1046","2016-02",307,3
"P1046","2016-03",1,1
"P1046","2016-04",1,1
"P1046","2016-05",1,1
"P1046","2016-06",1,1
"P1046","2016-08",1,1
"P1046","2016-09",4,1
"P1047","2013-12",3043,8
"P1047","2014-01",48,4
"P1047","2014-02",4,4
"P1047","2014-03",5,3
"P1047","2014-04",5,4
"P1047","2014-05",19,4
"P1047","2014-06",8,3
"P1047","2014-07",38,6
"P1047","2014-08",21,1
"P1047","2014-09",13,4
"P1047","2014-10",23,5
"P1047","2014-11",18,5
"P1047","2014-12",9,3
"P1047","2015-01",23,6
"P1047","2015-02",13,5
"P1047","2015-03",621,9
"P1047","2015-04",246,17
"P1047","2015-05",181,16
"P1047","2015-06",159,9
"P1047","2015-07",8582,13
"P1047","2015-08",2057,13
"P1047","2015-09",63,11
"P1047","2015-10",167,49
"P1047","2015-11",230,28
"P1047","2015-12",83,20
"P1047","2016-01",80,20
"P1047","2016-02",139,18
"P1047","2016-03",68,20
"P1047","2016-04",55,18
"P1047","2016-05",90,19
"P1047","2016-06",55,18
"P1047","2016-07",63,20
"P1047","2016-08",56,23
"P1047","2016-09",49,7
"P1048","2013-12",4,1
"P1048","2014-03",3,1
"P1048","2014-10",1,1
"P1048","2014-11",2,1
"P1048","2015-03",5,1
"P1048","2015-06",1,1
"P1048","2015-07",8,1
"P1048","2015-08",72,2
"P1048","2015-09",25,2
"P1048","2015-10",16,1
"P1048","2015-11",11,1
"P1048","2015-12",19,1
"P1048","2016-01",9,1
"P1048","2016-02",14,1
"P1048","2016-03",56,1
"P1048","2016-04",41,1
"P1048","2016-05",7,1
"P1048","2016-06",6,1
"P1048","2016-07",1,1
"P1048","2016-08",5,2
"P1048","2016-09",2,1
"P1048","2016-10",1,1
"P1049","2013-12",5,3
"P1049","2014-01",3,1
"P1049","2014-02",105,2
"P1049","2014-04",1,1
"P1049","2014-05",1,1
"P1049","2014-06",100,2
"P1049","2014-07",3,3
"P1049","2014-08",2,2
"P1049","2014-09",20,5
"P1049","2014-10",107,4
"P1049","2014-11",24,1
"P1049","2014-12",1,1
"P1049","2015-01",1,1
"P1049","2015-03",1,1
"P1049","2015-04",1,1
"P1049","2015-05",1,1
"P1049","2015-06",2,2
"P1049","2015-07",1,1
"P1049","2015-08",16,4
"P1049","2015-09",6,3
"P1049","2015-10",17,5
"P1049","2015-12",6,6
"P1049","2016-01",2,2
"P1049","2016-03",51,5
"P1049","2016-04",6,4
"P1049","2016-05",5,4
"P1049","2016-06",8,6
"P1049","2016-07",4,4
"P1049","2016-08",1,1
"P1049","2016-09",2,2
"P105","2013-02",40170,26
"P105","2013-03",5548,90
"P105","2013-04",29701,79
"P105","2013-05",299920,64
"P105","2013-06",24526,72
"P105","2013-07",5841,59
"P105","2013-08",4135,52
"P105","2013-09",17424,46
"P105","2013-10",47083,73
"P105","2013-11",168759,76
"P105","2013-12",451842,70
"P105","2014-01",495445,88
"P105","2014-02",151949,60
"P105","2014-03",10751,61
"P105","2014-04",3327,63
"P105","2014-05",6907,132
"P105","2014-06",4099,164
"P105","2014-07",2159,108
"P105","2014-08",3319,111
"P105","2014-09",48026,86
"P105","2014-10",2735,66
"P105","2014-11",17001,67
"P105","2014-12",9096,62
"P105","2015-01",1852,58
"P105","2015-02",3852,50
"P105","2015-03",5942,58
"P105","2015-04",10504,64
"P105","2015-05",2664,53
"P105","2015-06",4687,49
"P105","2015-07",7544,60
"P105","2015-08",2444,66
"P105","2015-09",14392,66
"P105","2015-10",59794,93
"P105","2015-11",73131,70
"P105","2015-12",3085,52
"P105","2016-01",1436,61
"P105","2016-02",1640,61
"P105","2016-03",10041,68
"P105","2016-04",24787,64
"P105","2016-05",3242,68
"P105","2016-06",15858,45
"P105","2016-07",10217,57
"P105","2016-08",11810,53
"P105","2016-09",3953,62
"P105","2016-10",9,6
"P1050","2013-12",31,1
"P1050","2014-01",8,3
"P1050","2014-02",13,3
"P1050","2014-03",14,4
"P1050","2014-04",3,2
"P1050","2014-05",3459,11
"P1050","2014-06",18,12
"P1050","2014-07",14,7
"P1050","2014-08",17,14
"P1050","2014-09",8,4
"P1050","2014-10",5,5
"P1050","2014-11",162,8
"P1050","2014-12",28,20
"P1050","2015-01",10,7
"P1050","2015-02",7,6
"P1050","2015-03",12,16
"P1050","2015-04",2,2
"P1050","2015-05",11,5
"P1050","2015-06",16,11
"P1050","2015-07",269,4
"P1050","2015-08",31,10
"P1050","2015-09",79,8
"P1050","2015-10",32,12
"P1050","2015-11",24,10
"P1050","2015-12",21,8
"P1050","2016-01",23,14
"P1050","2016-02",23,12
"P1050","2016-03",24,11
"P1050","2016-04",27,14
"P1050","2016-05",21,15
"P1050","2016-06",9,7
"P1050","2016-07",20,10
"P1050","2016-08",20,12
"P1050","2016-09",26,19
"P1050","2016-10",1,1
"P1051","2013-12",1,1
"P1051","2014-05",1,1
"P1051","2014-07",1,1
"P1051","2015-02",812,4
"P1051","2015-03",3,3
"P1051","2015-04",3,4
"P1051","2015-05",875,4
"P1051","2015-06",2057,12
"P1051","2015-07",744,4
"P1051","2015-08",7,9
"P1051","2015-09",8,9
"P1051","2015-10",13,13
"P1051","2015-11",191,19
"P1051","2015-12",3,3
"P1051","2016-01",16,22
"P1051","2016-02",7,9
"P1051","2016-03",19,14
"P1051","2016-04",72,18
"P1051","2016-05",58,19
"P1051","2016-06",4,6
"P1051","2016-07",9,8
"P1051","2016-08",9,9
"P1051","2016-09",4,7
"P1052","2013-12",1,1
"P1052","2014-01",1,1
"P1052","2014-08",1,1
"P1052","2015-02",2,2
"P1052","2015-03",1,1
"P1052","2015-12",1,1
"P1053","2013-12",2,2
"P1053","2014-01",1,1
"P1053","2014-03",1,1
"P1053","2014-04",2,3
"P1053","2014-05",3,2
"P1053","2014-06",3,2
"P1053","2014-07",4,1
"P1053","2014-08",2,2
"P1053","2014-09",2,2
"P1053","2014-10",8,2
"P1053","2014-12",2,1
"P1053","2015-01",1,1
"P1053","2015-02",4,3
"P1053","2015-03",1,1
"P1053","2015-04",6,2
"P1053","2015-05",22,4
"P1053","2015-06",54,5
"P1053","2015-07",9,4
"P1053","2015-08",32,5
"P1053","2015-09",6,4
"P1053","2015-10",9,6
"P1053","2015-11",19,4
"P1053","2015-12",2,2
"P1053","2016-01",3,3
"P1053","2016-02",3,3
"P1053","2016-03",6,4
"P1053","2016-04",28,5
"P1053","2016-05",18,4
"P1053","2016-06",8,8
"P1053","2016-07",30,7
"P1053","2016-08",9,9
"P1053","2016-09",5,5
"P1054","2013-12",1,1
"P1054","2014-02",2,2
"P1054","2014-03",1,1
"P1054","2014-06",1,1
"P1054","2014-08",2,2
"P1054","2014-10",1,1
"P1054","2014-11",3,1
"P1054","2014-12",1,1
"P1054","2015-06",12,2
"P1054","2015-09",4,4
"P1054","2015-10",2,2
"P1054","2015-11",1,1
"P1054","2015-12",2,2
"P1054","2016-02",1,1
"P1054","2016-03",3,3
"P1054","2016-09",4,1
"P1055","2013-12",1,1
"P1055","2014-06",1,1
"P1055","2014-07",1,1
"P1055","2014-09",1,1
"P1055","2015-01",1,1
"P1055","2015-03",1,1
"P1055","2015-04",4,1
"P1055","2015-05",34,2
"P1055","2015-08",1,1
"P1055","2016-01",1,1
"P1055","2016-05",2,1
"P1055","2016-06",1,1
"P1055","2016-09",1,1
"P1056","2013-12",17,2
"P1056","2014-01",14,4
"P1056","2014-02",3,2
"P1056","2014-03",7,5
"P1056","2014-04",5,4
"P1056","2014-05",12,6
"P1056","2014-06",21,3
"P1056","2014-07",48,8
"P1056","2014-08",22,8
"P1056","2014-09",9,6
"P1056","2014-10",15,6
"P1056","2014-11",12,7
"P1056","2014-12",18,6
"P1056","2015-01",1,1
"P1056","2015-02",2,2
"P1056","2015-03",11,2
"P1056","2015-04",21,6
"P1056","2015-05",28,6
"P1056","2015-06",10,8
"P1056","2015-07",17,9
"P1056","2015-08",19,14
"P1056","2015-09",91,23
"P1056","2015-10",90,29
"P1056","2015-11",38,18
"P1056","2015-12",52,22
"P1056","2016-01",27,18
"P1056","2016-02",36,21
"P1056","2016-03",212,20
"P1056","2016-04",95,32
"P1056","2016-05",37,27
"P1056","2016-06",1657,26
"P1056","2016-07",47,28
"P1056","2016-08",50,23
"P1056","2016-09",61,35
"P1057","2013-12",3,2
"P1057","2014-07",1,1
"P1057","2014-08",105,2
"P1057","2014-09",18864,1
"P1057","2014-10",24890,8
"P1057","2014-11",14,7
"P1057","2014-12",1884,8
"P1057","2015-01",36,7
"P1057","2015-02",5438,6
"P1057","2015-03",1947,5
"P1057","2015-04",3,2
"P1057","2015-05",3,3
"P1057","2015-06",130,6
"P1057","2015-07",2,2
"P1057","2015-08",6,3
"P1057","2015-09",395,3
"P1057","2015-10",2475,47
"P1057","2015-11",194,31
"P1057","2015-12",107,16
"P1057","2016-01",13,6
"P1057","2016-02",17,1
"P1057","2016-03",7,4
"P1057","2016-04",2,1
"P1057","2016-05",92,6
"P1057","2016-06",19321,3
"P1057","2016-07",5,5
"P1057","2016-08",1,1
"P1057","2016-09",10,7
"P1058","2014-01",1,1
"P1058","2014-02",22490,3
"P1058","2014-03",2,1
"P1058","2014-04",20,3
"P1058","2014-05",15,13
"P1058","2014-06",35,24
"P1058","2014-07",21,11
"P1058","2014-08",5,4
"P1058","2014-09",5,2
"P1058","2014-10",9,4
"P1058","2014-11",4,2
"P1058","2014-12",4,4
"P1058","2015-01",8,5
"P1058","2015-02",9,6
"P1058","2015-03",5,4
"P1058","2015-04",5,4
"P1058","2015-05",7,6
"P1058","2015-06",8,4
"P1058","2015-07",3,3
"P1058","2015-08",7,7
"P1058","2015-09",3,2
"P1058","2015-10",20,14
"P1058","2015-11",10,7
"P1058","2015-12",26,11
"P1058","2016-01",22,9
"P1058","2016-02",16,7
"P1058","2016-03",13,7
"P1058","2016-04",5,4
"P1058","2016-05",2,2
"P1058","2016-06",3,2
"P1058","2016-07",6,6
"P1058","2016-08",16,3
"P1058","2016-09",4,3
"P1059","2014-01",14,1
"P1059","2014-02",15,1
"P1059","2014-03",7,1
"P1059","2014-04",9,1
"P1059","2014-05",4,2
"P1059","2014-06",1,1
"P1059","2014-07",3,1
"P1059","2014-08",10,1
"P1059","2014-09",9,1
"P1059","2014-10",5,1
"P1059","2014-11",4,1
"P1059","2014-12",2,2
"P1059","2015-01",8,2
"P1059","2015-02",4,1
"P1059","2015-03",4,1
"P1059","2015-04",3,1
"P1059","2015-05",11,1
"P1059","2015-06",1,1
"P1059","2015-07",6,1
"P1059","2015-08",4,2
"P1059","2015-09",2,2
"P1059","2015-10",11,1
"P1059","2015-11",9,1
"P1059","2015-12",4,1
"P1059","2016-01",10,2
"P1059","2016-02",30,3
"P1059","2016-03",84,3
"P1059","2016-04",152,3
"P1059","2016-05",193,4
"P1059","2016-06",350,2
"P1059","2016-07",55,3
"P1059","2016-08",74,3
"P1059","2016-09",149,2
"P1059","2016-10",1,1
"P106","2013-02",1369,118
"P106","2013-03",6500,236
"P106","2013-04",188486,260
"P106","2013-05",67230,232
"P106","2013-06",13011,267
"P106","2013-07",12831,227
"P106","2013-08",28086,215
"P106","2013-09",22998,189
"P106","2013-10",13843,256
"P106","2013-11",17897,262
"P106","2013-12",13794,295
"P106","2014-01",13101,350
"P106","2014-02",21277,269
"P106","2014-03",27667,269
"P106","2014-04",45047,326
"P106","2014-05",83613,361
"P106","2014-06",63359,362
"P106","2014-07",333949,584
"P106","2014-08",143980,556
"P106","2014-09",98248,493
"P106","2014-10",45232,470
"P106","2014-11",150727,546
"P106","2014-12",69766,545
"P106","2015-01",72834,659
"P106","2015-02",95467,609
"P106","2015-03",77934,766
"P106","2015-04",46162,763
"P106","2015-05",23330,783
"P106","2015-06",27897,792
"P106","2015-07",23972,861
"P106","2015-08",70374,827
"P106","2015-09",25204,839
"P106","2015-10",55762,936
"P106","2015-11",60537,896
"P106","2015-12",143398,761
"P106","2016-01",52967,1014
"P106","2016-02",43081,1050
"P106","2016-03",50288,1052
"P106","2016-04",105327,1030
"P106","2016-05",144948,1044
"P106","2016-06",33146,950
"P106","2016-07",75036,976
"P106","2016-08",43018,1096
"P106","2016-09",50540,1174
"P106","2016-10",2162,101
"P1060","2014-01",2,2
"P1060","2014-07",1,1
"P1060","2014-08",1,1
"P1060","2015-01",1,1
"P1060","2015-03",1,1
"P1060","2015-04",1,2
"P1060","2015-10",3,1
"P1060","2015-11",2,1
"P1060","2016-02",1,1
"P1060","2016-04",2,1
"P1060","2016-08",1,1
"P1060","2016-09",1,1
"P1064","2014-01",11,4
"P1064","2014-02",1,1
"P1064","2014-03",2,2
"P1064","2014-04",4,3
"P1064","2014-05",2,2
"P1064","2014-06",4527,8
"P1064","2014-07",17,5
"P1064","2014-08",9,6
"P1064","2014-09",9,4
"P1064","2014-10",7,4
"P1064","2014-11",7,6
"P1064","2014-12",38,5
"P1064","2015-01",76,10
"P1064","2015-02",33,8
"P1064","2015-03",168,6
"P1064","2015-04",33,9
"P1064","2015-05",38,9
"P1064","2015-06",34,11
"P1064","2015-07",20,7
"P1064","2015-08",4,4
"P1064","2015-09",108,10
"P1064","2015-10",34,14
"P1064","2015-11",20,6
"P1064","2015-12",9,8
"P1064","2016-01",7,6
"P1064","2016-02",33,10
"P1064","2016-03",2073,10
"P1064","2016-04",159,13
"P1064","2016-05",170,12
"P1064","2016-06",131,13
"P1064","2016-07",302,14
"P1064","2016-08",68,14
"P1064","2016-09",108,13
"P1065","2014-01",1,2
"P1065","2014-02",1,1
"P1065","2014-03",1,1
"P1065","2014-04",1,1
"P1065","2014-08",9,3
"P1065","2014-09",4,2
"P1065","2014-10",7,4
"P1065","2014-11",4,2
"P1065","2014-12",13,3
"P1065","2015-01",6,2
"P1065","2015-02",13,2
"P1065","2015-03",12,6
"P1065","2015-04",3,3
"P1065","2015-05",6,5
"P1065","2015-06",2,2
"P1065","2015-07",1,1
"P1065","2015-08",3,3
"P1065","2015-09",5,2
"P1065","2015-10",6,2
"P1065","2015-11",9,6
"P1065","2016-01",4,3
"P1065","2016-02",3,3
"P1065","2016-03",2,2
"P1065","2016-04",1,1
"P1065","2016-05",18,3
"P1065","2016-06",17,3
"P1065","2016-07",8,3
"P1065","2016-08",10,3
"P1065","2016-09",85,5
"P1065","2016-10",4,1
"P1066","2014-01",27,7
"P1066","2014-02",57,10
"P1066","2014-03",326,10
"P1066","2014-04",53,8
"P1066","2014-05",70,12
"P1066","2014-06",34,10
"P1066","2014-07",22,13
"P1066","2014-08",57,22
"P1066","2014-09",44,21
"P1066","2014-10",20,17
"P1066","2014-11",64,15
"P1066","2014-12",507,29
"P1066","2015-01",49,21
"P1066","2015-02",41,14
"P1066","2015-03",106,25
"P1066","2015-04",67,24
"P1066","2015-05",434,26
"P1066","2015-06",436,27
"P1066","2015-07",248,31
"P1066","2015-08",232,36
"P1066","2015-09",652,40
"P1066","2015-10",261,63
"P1066","2015-11",137,56
"P1066","2015-12",1921,35
"P1066","2016-01",107,38
"P1066","2016-02",137,32
"P1066","2016-03",379,45
"P1066","2016-04",472,49
"P1066","2016-05",194,49
"P1066","2016-06",147,38
"P1066","2016-07",95,42
"P1066","2016-08",147,61
"P1066","2016-09",274,71
"P1066","2016-10",29,8
"P1067","2014-01",1887,2
"P1067","2014-02",269,2
"P1067","2014-03",671,2
"P1067","2014-04",1024,1
"P1067","2014-05",196,4
"P1067","2014-06",2,1
"P1067","2014-07",4,3
"P1067","2014-08",63,7
"P1067","2014-09",39,3
"P1067","2014-10",136,3
"P1067","2014-11",76,3
"P1067","2014-12",123,3
"P1067","2015-01",123,2
"P1067","2015-02",219,3
"P1067","2015-03",176,4
"P1067","2015-04",111,3
"P1067","2015-05",50,1
"P1067","2015-06",31,2
"P1067","2015-07",7,3
"P1067","2015-08",11,2
"P1067","2015-10",11,3
"P1067","2015-11",18,1
"P1067","2016-02",5,1
"P1067","2016-03",42,1
"P1067","2016-04",13,1
"P1067","2016-05",30,2
"P1067","2016-06",46,1
"P1067","2016-08",48,3
"P1067","2016-09",41,1
"P1067","2016-10",1,2
"P1068","2014-01",8,3
"P1068","2014-02",3,2
"P1068","2014-03",3,2
"P1068","2014-04",1,1
"P1068","2014-07",9,2
"P1068","2014-10",2,1
"P1068","2014-11",1,1
"P1068","2015-06",10,1
"P1068","2015-12",1,1
"P1068","2016-01",5,1
"P1068","2016-02",1,1
"P1068","2016-03",2,2
"P1068","2016-04",1,1
"P1068","2016-05",1,1
"P1068","2016-07",5,1
"P1068","2016-08",6,1
"P1068","2016-09",2,2
"P1068","2016-10",1,1
"P1069","2014-01",1,1
"P1069","2014-02",3,1
"P107","2013-02",85024,217
"P107","2013-03",879233,532
"P107","2013-04",1023714,567
"P107","2013-05",1486288,535
"P107","2013-06",213309,576
"P107","2013-07",706070,507
"P107","2013-08",183479,417
"P107","2013-09",10116,322
"P107","2013-10",2224,258
"P107","2013-11",944,159
"P107","2013-12",675,164
"P107","2014-01",803,198
"P107","2014-02",270,135
"P107","2014-03",387,105
"P107","2014-04",644,125
"P107","2014-05",609,168
"P107","2014-06",1139,162
"P107","2014-07",822,109
"P107","2014-08",2813,79
"P107","2014-09",65,32
"P107","2014-10",265,49
"P107","2014-11",3215,53
"P107","2014-12",77,21
"P107","2015-01",68,18
"P107","2015-02",63,10
"P107","2015-03",49,18
"P107","2015-04",247,15
"P107","2015-05",2,2
"P107","2015-08",1,1
"P107","2015-12",1,1
"P1070","2014-01",2,2
"P1070","2014-02",140911,8
"P1070","2014-03",72986,15
"P1070","2014-04",2345,19
"P1070","2014-05",11034,60
"P1070","2014-06",9254,74
"P1070","2014-07",12469,47
"P1070","2014-08",795,49
"P1070","2014-09",321,41
"P1070","2014-10",142,30
"P1070","2014-11",137,27
"P1070","2014-12",127,17
"P1070","2015-01",52,18
"P1070","2015-02",46025,19
"P1070","2015-03",177,20
"P1070","2015-04",57,14
"P1070","2015-05",334,16
"P1070","2015-06",37,14
"P1070","2015-07",54,12
"P1070","2015-08",249,10
"P1070","2015-09",167,15
"P1070","2015-10",72,23
"P1070","2015-11",853,13
"P1070","2015-12",49,15
"P1070","2016-01",46,13
"P1070","2016-02",97,16
"P1070","2016-03",224,20
"P1070","2016-04",1147,9
"P1070","2016-05",204,13
"P1070","2016-06",1473,11
"P1070","2016-07",1135,7
"P1070","2016-08",136,8
"P1070","2016-09",14,5
"P1071","2014-01",6,2
"P1071","2014-02",5,4
"P1071","2014-03",82,6
"P1071","2014-04",54,9
"P1071","2014-05",54,7
"P1071","2014-06",13,5
"P1071","2014-07",39,6
"P1071","2014-08",25,5
"P1071","2014-09",10,6
"P1071","2014-10",38,5
"P1071","2014-11",177,9
"P1071","2014-12",271,8
"P1071","2015-01",97,12
"P1071","2015-02",76,11
"P1071","2015-03",49,12
"P1071","2015-04",43,11
"P1071","2015-05",17,3
"P1071","2015-06",25,9
"P1071","2015-07",12,9
"P1071","2015-08",20,12
"P1071","2015-09",46,12
"P1071","2015-10",11,7
"P1071","2015-11",217,12
"P1071","2015-12",16,8
"P1071","2016-01",10,11
"P1071","2016-02",14,7
"P1071","2016-03",15,10
"P1071","2016-04",124,9
"P1071","2016-05",257,11
"P1071","2016-06",105,15
"P1071","2016-07",1411,12
"P1071","2016-08",88,9
"P1071","2016-09",285,18
"P1071","2016-10",1,1
"P1072","2014-01",7,2
"P1072","2014-02",1,1
"P1072","2014-03",2,2
"P1072","2014-05",4,1
"P1072","2014-07",1,1
"P1072","2014-08",1,1
"P1072","2014-09",2,2
"P1072","2014-10",7,3
"P1072","2014-12",1,1
"P1072","2015-02",1,1
"P1072","2015-04",1,1
"P1072","2015-05",2,1
"P1072","2015-06",2,2
"P1072","2015-09",2,2
"P1072","2015-10",12,4
"P1072","2015-12",2,3
"P1072","2016-01",6,2
"P1072","2016-05",1,1
"P1072","2016-07",4,4
"P1072","2016-08",9,4
"P1072","2016-09",1,1
"P1073","2014-01",7,3
"P1073","2014-02",1,1
"P1073","2014-03",2,2
"P1073","2014-05",2,1
"P1073","2014-06",3,3
"P1073","2014-08",1,1
"P1073","2014-09",1,1
"P1073","2014-10",6,3
"P1073","2014-12",1,1
"P1073","2015-02",1,1
"P1073","2015-03",2,1
"P1073","2015-04",1,1
"P1073","2015-05",3,1
"P1073","2015-09",1,1
"P1073","2015-10",7,3
"P1073","2015-12",2,3
"P1073","2016-01",2,2
"P1073","2016-05",1,1
"P1073","2016-06",2,1
"P1073","2016-07",2,1
"P1073","2016-08",9,3
"P1074","2014-01",14,3
"P1074","2014-02",89,8
"P1074","2014-03",10,3
"P1074","2014-04",24,7
"P1074","2014-05",2,2
"P1074","2014-06",3,1
"P1074","2014-07",5,4
"P1074","2014-08",12,8
"P1074","2014-09",18,7
"P1074","2014-10",13,6
"P1074","2014-11",7,2
"P1074","2014-12",5,5
"P1074","2015-01",19,7
"P1074","2015-02",6,4
"P1074","2015-03",8,3
"P1074","2015-04",18,3
"P1074","2015-05",8,4
"P1074","2015-06",13,5
"P1074","2015-07",4,2
"P1074","2015-08",13,8
"P1074","2015-09",11,7
"P1074","2015-10",8,2
"P1074","2015-11",6,3
"P1074","2015-12",9,3
"P1074","2016-01",10,5
"P1074","2016-02",2,2
"P1074","2016-03",5,5
"P1074","2016-04",2,2
"P1074","2016-05",1,1
"P1074","2016-06",27,6
"P1074","2016-07",2,2
"P1074","2016-08",5,5
"P1074","2016-09",8,6
"P1075","2014-01",5,3
"P1075","2014-02",2,2
"P1075","2014-03",7,3
"P1075","2014-04",2,2
"P1075","2014-05",4,3
"P1075","2014-06",2,2
"P1075","2014-07",2,1
"P1075","2014-08",1,1
"P1075","2014-09",1,1
"P1075","2014-10",2,2
"P1075","2014-11",3,2
"P1075","2014-12",3,1
"P1075","2015-01",1,1
"P1075","2015-02",2,2
"P1075","2015-04",3,3
"P1075","2015-05",2,2
"P1075","2015-06",5,2
"P1075","2015-07",3,3
"P1075","2015-08",4,4
"P1075","2015-09",25,3
"P1075","2015-10",6,5
"P1075","2015-11",7,5
"P1075","2015-12",1,2
"P1075","2016-01",9,10
"P1075","2016-03",50,6
"P1075","2016-04",3,3
"P1075","2016-05",4,4
"P1075","2016-06",36,2
"P1075","2016-07",3,3
"P1075","2016-09",4,4
"P1076","2014-01",22,2
"P1076","2014-05",93,2
"P1076","2014-06",154,1
"P1076","2014-07",8,2
"P1076","2014-08",11,1
"P1076","2014-09",1,1
"P1076","2014-10",40,2
"P1076","2014-11",7,1
"P1076","2014-12",23,1
"P1076","2015-01",23,1
"P1076","2015-02",1,1
"P1076","2015-04",1,1
"P1076","2015-05",1,1
"P1076","2015-06",1,1
"P1076","2015-08",2,2
"P1077","2014-01",40,2
"P1077","2014-02",27956,4
"P1077","2014-03",1,1
"P1077","2014-05",1,1
"P1077","2014-07",2,2
"P1077","2014-08",4,3
"P1077","2014-09",6,1
"P1077","2014-10",1,1
"P1077","2014-11",2,2
"P1077","2015-01",7,4
"P1077","2015-04",3,1
"P1077","2015-05",1,1
"P1077","2015-06",1,1
"P1077","2015-07",2,2
"P1077","2015-08",1,1
"P1077","2015-09",5,3
"P1077","2015-10",2,1
"P1077","2015-11",30,3
"P1077","2015-12",6,2
"P1077","2016-02",11776,6
"P1077","2016-03",2,2
"P1077","2016-04",1,1
"P1077","2016-05",1057,3
"P1077","2016-06",3,3
"P1077","2016-07",11,4
"P1077","2016-08",1,1
"P1078","2014-01",3,2
"P1078","2016-09",3,1
"P1079","2014-01",2,1
"P1079","2015-03",2,1
"P1079","2016-08",1,1
"P108","2013-02",51,21
"P108","2013-03",126,42
"P108","2013-04",73,39
"P108","2013-05",122,23
"P108","2013-06",1560,31
"P108","2013-07",80,25
"P108","2013-08",106,28
"P108","2013-09",2320,25
"P108","2013-10",139,41
"P108","2013-11",80,41
"P108","2013-12",277,36
"P108","2014-01",72,29
"P108","2014-02",109,40
"P108","2014-03",301,37
"P108","2014-04",477,54
"P108","2014-05",224,46
"P108","2014-06",5507,48
"P108","2014-07",20760,70
"P108","2014-08",13107,79
